총괄표제부_PK,대장구분코드,시군구코드,법정동코드,번,지,건물명,대지위치,도로명대지위치,주용도코드,기타용도,세대수(세대),가구수(가구),주건축물수,부속건축물수,호수(호),총주차수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,연면적(㎡),대지면적(㎡),건축면적(㎡),용적률산정연면적(㎡),건폐율(%),용적률(%),사용승인일,생성일자
1025168,1,11710,11400,0011,0000,,서울특별시 송파구 마천동 11번지,서울특별시 송파구 성내천로23길 12 (마천동),11000,단독주택 외1,0,2,6,0,0,0,117104169255,11401,0,00012,00000,355.64,0,0,0,0,0,,20220813
10251208,2,11710,11400,0012,0001,,서울특별시 송파구 마천동 12-1번지,서울특별시 송파구 거마로27길 30 (마천동),02000,공동주택,9,0,2,0,0,0,117104169044,11401,0,00030,00000,472.95,0,0,0,0,0,,20220813
10251100483513,2,11710,11400,0015,0001,더존에이스빌,서울특별시 송파구 마천동 15-1번지,,02000,도시형생활주택(단지형다세대주택),15,0,2,0,0,12,,,0,00000,00000,830.06,437.8,241.99,830.06,55.27,189.6,20160824,20220813
10251253,1,11710,11400,0015,0006,,서울특별시 송파구 마천동 15-6번지,서울특별시 송파구 마천로31길 22 (마천동),04000,제2종근린생활시설,0,0,2,0,0,0,117104169096,11401,0,00022,00000,1223.3,0,0,0,0,0,,20220813
1025190,2,11710,11400,0015,0011,,서울특별시 송파구 마천동 15-11번지,서울특별시 송파구 성내천로23길 36-7 (마천동),02000,공동주택,12,0,2,0,0,0,117104169255,11401,0,00036,00007,565.68,0,0,0,0,0,,20220813
1025160,2,11710,11400,0020,0000,신동아 아파트,서울특별시 송파구 마천동 20번지,서울특별시 송파구 마천로 237 (마천동),02000,공동주택(아파트)| 생활편익시설,134,0,3,3,0,141,117103123004,11404,0,00237,00000,16486.08,4651.5,1451.18,12775.21,31.2,274.65,,20230731
10251100521261,2,11710,11400,0021,0000,송파건원여미지아파트,서울특별시 송파구 마천동 21번지,,02000,아파트,107,0,2,0,0,92,,,0,00000,00000,10494.912,3244.3,839.6,8110.111,25.88,249.98,20181008,20220813
10251100447166,2,11710,11400,0026,0007,브라운캐슬,서울특별시 송파구 마천동 26-7번지,,02000,공동주택,16,0,2,0,0,13,,,0,00000,00000,794.34,403.5,242,794.34,59.97,196.86,20130225,20220813
10251100447266,2,11710,11400,0026,0015,신여명,서울특별시 송파구 마천동 26-15번지,,02000,,16,0,2,0,0,11,,,0,00000,00000,739.886,381.5,213.57,739.886,55.98,193.94,20130305,20220813
10251100456926,1,11710,11400,0027,0000,1,서울특별시 송파구 마천동 27번지,,,,0,0,0,0,0,0,,,0,00000,00000,0,0,0,0,0,0,,20220813
10251100526982,2,11710,11400,0048,0000,라비앙빌리지,서울특별시 송파구 마천동 48번지,서울특별시 송파구 성내천로24길 1 (마천동),02000,도시형생활주택단지형다세대 및 근린생활시설,27,0,2,0,0,17,117104169256,11401,0,00001,00000,1227.64,539.7,320.83,1077.4,59.45,199.63,20190426,20220813
1025161,2,11710,11400,0085,0001,,서울특별시 송파구 마천동 85-1번지,,02000,연립주택,54,0,5,0,0,0,,,0,00000,00000,3726.15,0,0,0,0,0,,20220813
10251653,1,11710,11400,0088,0028,,서울특별시 송파구 마천동 88-28번지,서울특별시 송파구 마천로39길 38-23 (마천동),01000,단독주택,0,1,1,1,0,0,117104169100,11401,0,00038,00023,154.03,0,0,0,0,0,,20220813
10251343,1,11710,11400,0093,0005,,서울특별시 송파구 마천동 93-5번지,서울특별시 송파구 거마로24길 11 (마천동),06000,교육연구및복지시설|어린이집,0,0,3,2,0,21,117104169043,11401,0,00011,00000,3003.52,2933,1004.37,2201.26,34.24,75.05,,20220813
10251194,1,11710,11400,0127,0001,,서울특별시 송파구 마천동 127-1번지,서울특별시 송파구 마천로 287 (마천동),03000,공공업무시설(동주민센터)|노유자시설(어린이집),0,0,2,0,0,0,117103123004,11404,0,00287,00000,2572.5,1941,699.18,1858.98,36.02,95.77,,20250514
10251279,1,11710,11400,0128,0001,,서울특별시 송파구 마천동 128-1번지,서울특별시 송파구 마천로41길 26 (마천동),04000,제2종근린생활시설,0,0,2,0,0,0,117104169102,11401,0,00026,00000,1303.5,0,0,0,0,0,,20220813
10251657,1,11710,11400,0128,0095,,서울특별시 송파구 마천동 128-95번지,,03000,근린생활시설| 단독주택,0,1,2,0,0,0,,,0,00000,00000,556.35,343.2,0,0,0,0,,20220813
1025170,1,11710,11400,0133,0001,,서울특별시 송파구 마천동 133-1번지,서울특별시 송파구 거마로22길 26-14 (마천동),04000,,0,0,2,0,0,0,117104169042,11401,0,00026,00014,77.49,0,0,0,0,0,,20220813
1025171,1,11710,11400,0134,0005,,서울특별시 송파구 마천동 134-5번지,,01000,,0,3,3,0,0,0,,,0,00000,00000,100.33,0,0,0,0,0,,20220813
10251255,1,11710,11400,0134,0011,,서울특별시 송파구 마천동 134-11번지,서울특별시 송파구 거마로22길 32 (마천동),03000,,0,2,2,0,0,0,117104169042,11401,0,00032,00000,134.47,0,0,0,0,0,,20220813
10251196,1,11710,11400,0134,0013,,서울특별시 송파구 마천동 134-13번지,서울특별시 송파구 마천로45길 17 (마천동),03000,,0,1,3,0,0,0,117104169105,11401,0,00017,00000,165.68,0,0,0,0,0,,20220813
1025172,1,11710,11400,0135,0011,,서울특별시 송파구 마천동 135-11번지,서울특별시 송파구 마천로41길 25-1 (마천동),03000,제1종근린생활시설,0,1,2,0,0,0,117104169102,11401,0,00025,00001,438.66,0,0,0,0,0,,20220813
10251242,1,11710,11400,0140,0002,,서울특별시 송파구 마천동 140-2번지,,03000,제2종근린생활시설 외1,0,0,2,0,0,0,,,0,00000,00000,1196.45,0,0,0,0,0,,20220813
10251361,2,11710,11400,0140,0002,,서울특별시 송파구 마천동 140-2번지,,07000,,0,0,4,0,0,0,,,0,00000,00000,1841.15,0,0,0,0,0,,20220813
1025169,1,11710,11400,0141,0013,,서울특별시 송파구 마천동 141-13번지,,03000,제1종근린생활시설,0,2,2,0,0,0,,,0,00000,00000,147.19,0,0,0,0,0,,20220813
102515,1,11710,11400,0146,0007,,서울특별시 송파구 마천동 146-7번지,서울특별시 송파구 마천로51가길 23 (마천동),03000,근린생활시설,0,2,2,0,0,2,117104169111,11401,0,00023,00000,616.71,290.74,173.53,489.21,59.69,168.26,,20220813
10251257,1,11710,11400,0151,0000,,서울특별시 송파구 마천동 151번지,,01000,주택,0,3,3,0,0,0,,,0,00000,00000,117.68,0,0,0,0,0,,20220813
1025173,1,11710,11400,0156,0002,,서울특별시 송파구 마천동 156-2번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,236.97,0,0,0,0,0,,20220813
10251178,1,11710,11400,0158,0002,,서울특별시 송파구 마천동 158-2번지,서울특별시 송파구 성내천로 223 (마천동),03000,근린생활시설,0,0,3,0,0,10,117103123010,11403,0,00223,00000,1172.01,712,269.74,957.55,37.88,134.49,,20220813
10251198,1,11710,11400,0159,0212,,서울특별시 송파구 마천동 159-212번지,서울특별시 송파구 성내천로33가길 10 (마천동),01000,단독주택,0,2,2,0,0,0,117104169267,11401,0,00010,00000,639.6,0,0,0,0,0,,20220813
1025162,2,11710,11400,0159,0217,,서울특별시 송파구 마천동 159-217번지,서울특별시 송파구 성내천로35길 5 (마천동),02000,연립주택| 관리사무실,84,0,3,3,0,0,117104169550,11401,0,00005,00000,11419.52,0,0,0,0,0,,20220813
10251658,1,11710,11400,0169,0001,,서울특별시 송파구 마천동 169-1번지,서울특별시 송파구 성내천로32가길 2 (마천동),01000,주택,0,2,2,0,0,0,117104169264,11401,0,00002,00000,188.65,0,0,0,0,0,,20220813
1025163,2,11710,11400,0170,0003,,서울특별시 송파구 마천동 170-3번지,서울특별시 송파구 성내천로34가길 11 (마천동),02000,공동주택,18,0,3,0,0,0,117104169271,11401,0,00011,00000,2922,0,0,0,0,0,,20220813
1025164,2,11710,11400,0170,0033,,서울특별시 송파구 마천동 170-33번지,서울특별시 송파구 성내천로34가길 9 (마천동),02000,다세대주택,18,0,2,0,0,0,117104169271,11401,0,00009,00000,1162.38,0,0,0,0,0,,20220813
10251659,1,11710,11400,0178,0000,,서울특별시 송파구 마천동 178번지,,01000,주택,0,3,3,0,0,0,,,0,00000,00000,112.73,0,0,0,0,0,,20220813
10251660,1,11710,11400,0181,0004,,서울특별시 송파구 마천동 181-4번지,,01000,주택,0,2,2,0,0,0,,,0,00000,00000,339.7,0,0,0,0,0,,20220813
10251239,1,11710,11400,0183,0004,서울마천초등학교,서울특별시 송파구 마천동 183-4번지,서울특별시 송파구 마천로61다길 24 (마천동),10000,교육연구시설,0,0,3,5,0,0,117104169123,11401,0,00024,00000,10526.71,11217,3284,10526.71,29.28,93.85,,20220813
10251661,1,11710,11400,0183,0056,마천어린이집,서울특별시 송파구 마천동 183-56번지,서울특별시 송파구 마천로61다길 28-7 (마천동),11000,새마을유아원,0,0,2,0,0,0,117104169123,11401,0,00028,00007,813.32,1344,468.7,789.35,34.8735,58.7314,,20230111
10251662,1,11710,11400,0185,0001,,서울특별시 송파구 마천동 185-1번지,,02000,근린생활시설| 주택,16,0,1,1,0,0,,,0,00000,00000,125.29,0,0,0,0,0,,20220813
10251275,1,11710,11400,0185,0002,,서울특별시 송파구 마천동 185-2번지,,03000,단독주택 외1,0,3,3,0,0,0,,,0,00000,00000,944.58,0,0,0,0,0,,20220813
1025175,1,11710,11400,0190,0042,,서울특별시 송파구 마천동 190-42번지,서울특별시 송파구 마천로51가길 2 (마천동),04000,근린생활시설,0,0,2,0,0,0,117104169111,11401,0,00002,00000,396.01,0,0,0,0,0,,20220813
10251365,1,11710,11400,0194,0001,,서울특별시 송파구 마천동 194-1번지,서울특별시 송파구 성내천로34길 12 (마천동),20000,근린생활시설 외2,0,0,3,0,0,0,117104169272,11401,0,00012,00000,1667.9,1811,545.1,1380.9,30.01,76.25,,20220813
10251265,2,11710,11400,0199,0025,,서울특별시 송파구 마천동 199-25번지,서울특별시 송파구 성내천로35길 8-7 (마천동),02000,공동주택,12,0,2,0,0,0,117104169550,11401,0,00008,00007,899.56,0,0,0,0,0,,20220813
10251100529682,1,11710,11400,0202,0017,,서울특별시 송파구 마천동 202-17번지,,01000,단독주택,0,0,2,0,0,0,,,0,00000,00000,468.79,0,0,0,0,0,,20220813
1025116,1,11710,11400,0207,0034,,서울특별시 송파구 마천동 207-34번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,365.04,0,0,0,0,0,,20220813
10251415,1,11710,11400,0211,0008,,서울특별시 송파구 마천동 211-8번지,서울특별시 송파구 성내천로 282 (마천동),01000,단독주택,0,2,2,0,0,0,117103123010,11403,0,00282,00000,69.84,100,0,0,0,0,,20220813
10251663,1,11710,11400,0211,0024,,서울특별시 송파구 마천동 211-24번지,서울특별시 송파구 성내천로46길 2-3 (마천동),01000,단독주택,0,2,2,0,0,0,117104169287,11401,0,00002,00003,45.12,0,0,0,0,0,,20220813
10251363,1,11710,11400,0211,0039,,서울특별시 송파구 마천동 211-39번지,서울특별시 송파구 마천로61길 26 (마천동),04000,,0,1,2,0,0,0,117104169121,11401,0,00026,00000,1940.61,0,0,0,0,0,,20220813
10251664,1,11710,11400,0213,0004,,서울특별시 송파구 마천동 213-4번지,서울특별시 송파구 성내천로 287 (마천동),20000,근린생활시설| 자동차관련시설,0,0,2,0,0,2,117103123010,11403,0,00287,00000,323.94,576.3,263.94,345.01,45.79,59.87,,20220813
1025176,1,11710,11400,0272,0000,,서울특별시 송파구 마천동 272번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,167.28,0,0,0,0,0,,20220813
1025177,1,11710,11400,0274,0008,,서울특별시 송파구 마천동 274-8번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,464.43,0,0,0,0,0,,20220813
10251210,2,11710,11400,0277,0005,,서울특별시 송파구 마천동 277-5번지,서울특별시 송파구 감이남로 1 (마천동),02000,공동주택,12,0,2,0,0,0,117103123002,11401,0,00001,00000,644.37,0,0,0,0,0,,20220813
10251432,1,11710,11400,0277,0013,,서울특별시 송파구 마천동 277-13번지,서울특별시 송파구 성내천로 333-4 (마천동),11000,교육연구및복지시설| 공공용시설,0,0,2,0,0,0,117103123010,11403,0,00333,00004,869.61,0,0,0,0,0,,20220813
1025165,2,11710,11400,0279,0007,,서울특별시 송파구 마천동 279-7번지,서울특별시 송파구 성내천로 311-10 (마천동),02000,다세대주택,8,0,2,0,0,0,117103123010,11403,0,00311,00010,440.39,251,123.38,316.84,49.15,126.23,19930506,20220813
1025117,1,11710,11400,0299,0012,,서울특별시 송파구 마천동 299-12번지,서울특별시 송파구 마천로57길 28-16 (마천동),01000,단독주택,0,2,2,0,0,0,117104169116,11401,0,00028,00016,59.44,0,0,0,0,0,,20220813
1025118,1,11710,11400,0299,0041,,서울특별시 송파구 마천동 299-41번지,서울특별시 송파구 성내천로44길 2-3 (마천동),03000,,0,1,2,0,0,0,117104169286,11401,0,00002,00003,109.92,0,0,0,0,0,,20220813
1025178,1,11710,11400,0299,0046,,서울특별시 송파구 마천동 299-46번지,서울특별시 송파구 마천로57길 28-15 (마천동),01000,단독주택,0,2,2,0,0,0,117104169116,11401,0,00028,00015,60.95,0,0,0,0,0,,20220813
102512,2,11710,11400,0304,0000,마천 금호아파트,서울특별시 송파구 마천동 304번지,,02000,공동주택,199,0,2,2,0,201,,,0,00000,00000,25232.94,5965.5,1596.48,18105.91,26.76,303.51,,20220813
10251371,2,11710,11400,0319,0000,마천동 금호 어울림 2차 아파트,서울특별시 송파구 마천동 319번지,서울특별시 송파구 성내천로 314 (마천동),02000,공동주택|아파트,173,0,4,5,0,210,117103123010,11403,0,00314,00000,25549.46,8733.8,2325.03,19769.42,26.62,226.36,20060424,20220813
10251211,2,11710,11400,0322,0006,,서울특별시 송파구 마천동 322-6번지,서울특별시 송파구 마천로61마길 14 (마천동),02000,공동주택,9,0,2,0,0,0,117104169125,11401,0,00014,00000,576.12,0,0,0,0,0,,20220813
10251428,1,11710,11400,0323,0192,,서울특별시 송파구 마천동 323-192번지,서울특별시 송파구 마천로 355 (마천동),03000,근린생활시설| 주택,0,1,2,0,0,0,117103123004,11404,0,00355,00000,718.47,0,0,0,0,0,,20220813
10251430,1,11710,11400,0326,0006,,서울특별시 송파구 마천동 326-6번지,서울특별시 송파구 성내천로 320 (마천동),01000,단독주택| 근린생활시설,0,1,2,0,0,0,117103123010,11403,0,00320,00000,199.51,318.58,0,0,0,0,,20220813
10251345,1,11710,11400,0327,0000,,서울특별시 송파구 마천동 327번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,84.63,0,0,0,0,0,,20220813
1025119,1,11710,11400,0336,0002,,서울특별시 송파구 마천동 336-2번지,서울특별시 송파구 성내천로33다길 27 (마천동),02000,단독주택,6,5,6,0,0,0,117104169270,11401,0,00027,00000,92.23,0,0,0,0,0,,20220813
1025179,1,11710,11400,0336,0003,,서울특별시 송파구 마천동 336-3번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,62.67,0,0,0,0,0,,20220813
10251667,1,11710,11400,0338,0001,,서울특별시 송파구 마천동 338-1번지,서울특별시 송파구 성내천로29다길 11 (마천동),01000,단독주택,0,2,2,0,0,0,117104169262,11401,0,00011,00000,140.49,0,0,0,0,0,,20220813
1025120,1,11710,11400,0338,0002,,서울특별시 송파구 마천동 338-2번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,47.53,0,0,0,0,0,,20220813
10251200,1,11710,11400,0338,0007,,서울특별시 송파구 마천동 338-7번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,38.72,0,0,0,0,0,,20220813
1025121,1,11710,11400,0339,0006,,서울특별시 송파구 마천동 339-6번지,,01000,단독주택,0,4,4,2,0,0,,,0,00000,00000,113.72,0,0,0,0,0,,20220813
1025180,1,11710,11400,0340,0007,,서울특별시 송파구 마천동 340-7번지,서울특별시 송파구 성내천로33가길 19 (마천동),01000,단독주택,0,2,2,0,0,0,117104169267,11401,0,00019,00000,261.06,0,0,0,0,0,,20220813
1025122,1,11710,11400,0340,0010,,서울특별시 송파구 마천동 340-10번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,79.92,0,0,0,0,0,,20220813
1025123,1,11710,11400,0340,0014,,서울특별시 송파구 마천동 340-14번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,97.61,0,0,0,0,0,,20220813
10251668,1,11710,11400,0341,0011,,서울특별시 송파구 마천동 341-11번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,77.82,0,0,0,0,0,,20220813
10251669,1,11710,11400,0341,0015,,서울특별시 송파구 마천동 341-15번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,76.97,0,0,0,0,0,,20220813
10251670,1,11710,11400,0342,0006,,서울특별시 송파구 마천동 342-6번지,,01000,주택| 근린생활시설,0,2,2,2,0,0,,,0,00000,00000,101.65,0,0,0,0,0,,20220813
10251671,1,11710,11400,0342,0010,,서울특별시 송파구 마천동 342-10번지,서울특별시 송파구 성내천로33다길 22 (마천동),01000,다가구용단독주택(5가구)| 단독주택,0,7,3,0,0,0,117104169270,11401,0,00022,00000,242.83,110.8,0,0,0,0,,20220813
10251201,1,11710,11400,0342,0013,,서울특별시 송파구 마천동 342-13번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,54.75,120.7,0,0,0,0,,20220813
10251672,1,11710,11400,0342,0015,,서울특별시 송파구 마천동 342-15번지,,01000,단독주택및화장실|창고,0,2,2,1,0,0,,,0,00000,00000,79.56,129.7,0,0,0,0,,20220813
10251673,1,11710,11400,0343,0005,,서울특별시 송파구 마천동 343-5번지,,01000,단독주택,0,2,2,1,0,0,,,0,00000,00000,57.91,0,0,0,0,0,,20220813
10251359,1,11710,11400,0343,0017,,서울특별시 송파구 마천동 343-17번지,,01000,,0,2,2,0,0,0,,,0,00000,00000,51.24,0,0,0,0,0,,20220813
10251674,1,11710,11400,0345,0003,,서울특별시 송파구 마천동 345-3번지,서울특별시 송파구 성내천로29나길 8 (마천동),01000,다가구용단독주택| 단독주택,0,6,2,0,0,0,117104169261,11401,0,00008,00000,171.28,0,0,0,0,0,,20220813
10251202,1,11710,11400,0345,0007,,서울특별시 송파구 마천동 345-7번지,,01000,단독주택,0,4,4,0,0,0,,,0,00000,00000,87.28,0,0,0,0,0,,20220813
10251675,1,11710,11400,0345,0009,,서울특별시 송파구 마천동 345-9번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,172.46,160.3,0,0,0,0,,20220813
10251203,1,11710,11400,0345,0019,,서울특별시 송파구 마천동 345-19번지,서울특별시 송파구 성내천로33길 11-8 (마천동),01000,단독주택,0,2,2,0,0,0,117104169268,11401,0,00011,00008,43.24,90.6,0,0,0,0,,20220813
10251676,1,11710,11400,0346,0004,,서울특별시 송파구 마천동 346-4번지,서울특별시 송파구 성내천로29나길 16 (마천동),01000,단독주택,0,2,2,0,0,0,117104169261,11401,0,00016,00000,77.96,105.78,0,0,0,0,,20220813
10251677,1,11710,11400,0346,0007,,서울특별시 송파구 마천동 346-7번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,63.2,117.4,0,0,0,0,,20220813
10251258,1,11710,11400,0346,0008,,서울특별시 송파구 마천동 346-8번지,서울특별시 송파구 성내천로33나길 5-1 (마천동),01000,단독주택,0,3,3,0,0,0,117104169269,11401,0,00005,00001,59.59,116.1,0,0,0,0,,20220813
10251678,1,11710,11400,0346,0010,,서울특별시 송파구 마천동 346-10번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,64.42,91.2,0,0,0,0,,20220813
10251679,1,11710,11400,0347,0006,,서울특별시 송파구 마천동 347-6번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,90.39,0,0,0,0,0,,20220813
10251680,1,11710,11400,0347,0007,,서울특별시 송파구 마천동 347-7번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,72.15,109.4,0,0,0,0,,20220813
10251681,1,11710,11400,0347,0011,,서울특별시 송파구 마천동 347-11번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,36.36,0,0,0,0,0,,20220813
1025124,1,11710,11400,0350,0002,,서울특별시 송파구 마천동 350-2번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,73,0,0,0,0,0,,20220813
1025181,1,11710,11400,0350,0005,,서울특별시 송파구 마천동 350-5번지,서울특별시 송파구 성내천로33길 9-5 (마천동),02000,단독주택,3,4,3,0,0,0,117104169268,11401,0,00009,00005,236.97,0,0,0,0,0,,20220813
10251682,1,11710,11400,0350,0012,,서울특별시 송파구 마천동 350-12번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,99.1,147.4,0,0,0,0,,20220813
10251259,1,11710,11400,0350,0014,,서울특별시 송파구 마천동 350-14번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,106.15,172.6,0,0,0,0,,20220813
10251205,1,11710,11400,0351,0003,,서울특별시 송파구 마천동 351-3번지,서울특별시 송파구 성내천로29가길 4 (마천동),01000,단독주택,0,3,3,0,0,0,117104169259,11401,0,00004,00000,57.46,100.8,0,0,0,0,,20220813
10251683,1,11710,11400,0351,0006,,서울특별시 송파구 마천동 351-6번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,79.88,0,0,0,0,0,,20220813
10251684,1,11710,11400,0351,0008,,서울특별시 송파구 마천동 351-8번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,69.25,0,0,0,0,0,,20220813
1025125,1,11710,11400,0352,0002,,서울특별시 송파구 마천동 352-2번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,55.41,0,0,0,0,0,,20220813
10251685,1,11710,11400,0354,0011,,서울특별시 송파구 마천동 354-11번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,83.3,130.2,0,0,0,0,,20220813
1025126,1,11710,11400,0354,0023,,서울특별시 송파구 마천동 354-23번지,서울특별시 송파구 성내천로39길 13 (마천동),02000,단독주택,2,2,3,1,0,0,117104169276,11401,0,00013,00000,41,0,0,0,0,0,,20220813
10251687,1,11710,11400,0354,0026,,서울특별시 송파구 마천동 354-26번지,서울특별시 송파구 성내천로41길 13-6 (마천동),01000,단독주택,0,3,3,0,0,0,117104169277,11401,0,00013,00006,90.97,138.6,0,0,0,0,,20220813
10251688,1,11710,11400,0355,0008,,서울특별시 송파구 마천동 355-8번지,,01000,단독주택,0,4,4,0,0,0,,,0,00000,00000,93.92,150.4,0,0,0,0,,20220813
10251689,1,11710,11400,0355,0014,,서울특별시 송파구 마천동 355-14번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,81.76,190.1,0,0,0,0,,20220813
1025182,1,11710,11400,0357,0012,,서울특별시 송파구 마천동 357-12번지,서울특별시 송파구 성내천로43나길 13-8 (마천동),01000,단독주택,0,5,2,0,0,0,117104169281,11401,0,00013,00008,399.17,0,0,0,0,0,,20220813
10251206,1,11710,11400,0357,0021,,서울특별시 송파구 마천동 357-21번지,서울특별시 송파구 성내천로43나길 7 (마천동),01000,단독주택,0,6,2,0,0,0,117104169281,11401,0,00007,00000,258.88,0,0,0,0,0,,20220813
1025183,1,11710,11400,0358,0006,,서울특별시 송파구 마천동 358-6번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,104.82,0,0,0,0,0,,20220813
10251417,1,11710,11400,0358,0025,,서울특별시 송파구 마천동 358-25번지,서울특별시 송파구 성내천로43나길 8 (마천동),01000,단독주택,0,2,2,0,0,0,117104169281,11401,0,00008,00000,150.54,0,0,0,0,0,,20220813
10251690,1,11710,11400,0359,0006,,서울특별시 송파구 마천동 359-6번지,서울특별시 송파구 성내천로43마길 7-1 (마천동),01000,협동주택,0,2,2,0,0,0,117104169284,11401,0,00007,00001,224.1,0,0,0,0,0,,20220813
10251691,1,11710,11400,0359,0013,,서울특별시 송파구 마천동 359-13번지,,01000,단독주택|창고,0,2,2,1,0,0,,,0,00000,00000,184.9,144.3,0,0,0,0,,20220813
10251692,1,11710,11400,0359,0017,,서울특별시 송파구 마천동 359-17번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,68.47,106.6,0,0,0,0,,20220813
10251260,1,11710,11400,0359,0020,,서울특별시 송파구 마천동 359-20번지,,01000,단독주택|근린생활시설,0,5,5,0,0,0,,,0,00000,00000,137.43,0,0,0,0,0,,20220813
1025146,1,11710,11400,0359,0022,,서울특별시 송파구 마천동 359-22번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,59.28,92.6,0,0,0,0,,20220813
1025147,1,11710,11400,0359,0023,,서울특별시 송파구 마천동 359-23번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,66.4,104.4,0,0,0,0,,20220813
1025148,1,11710,11400,0359,0024,,서울특별시 송파구 마천동 359-24번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,106.3,167.3,0,0,0,0,,20220813
1025149,1,11710,11400,0359,0027,,서울특별시 송파구 마천동 359-27번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,126,139,0,0,0,0,,20220813
1025184,1,11710,11400,0361,0005,,서울특별시 송파구 마천동 361-5번지,서울특별시 송파구 성내천로43다길 1 (마천동),01000,단독주택,0,3,3,0,0,0,117104169282,11401,0,00001,00000,227.57,0,0,0,0,0,,20220813
10251261,1,11710,11400,0361,0020,,서울특별시 송파구 마천동 361-20번지,서울특별시 송파구 성내천로43라길 10 (마천동),01000,단독주택,0,2,2,0,0,0,117104169283,11401,0,00010,00000,92.69,0,0,0,0,0,,20220813
1025186,1,11710,11400,0362,0009,,서울특별시 송파구 마천동 362-9번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,50.16,0,0,0,0,0,,20220813
10251207,1,11710,11400,0362,0015,,서울특별시 송파구 마천동 362-15번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,239.16,0,0,0,0,0,,20220813
1025187,1,11710,11400,0363,0006,,서울특별시 송파구 마천동 363-6번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,58.65,0,0,0,0,0,,20220813
1025150,1,11710,11400,0366,0004,,서울특별시 송파구 마천동 366-4번지,서울특별시 송파구 성내천로43라길 14 (마천동),01000,점포주택|단독주택,0,2,2,0,0,0,117104169283,11401,0,00014,00000,307.84,0,0,0,0,0,,20220813
1025151,1,11710,11400,0366,0010,,서울특별시 송파구 마천동 366-10번지,,01000,단독주택,0,4,4,0,0,0,,,0,00000,00000,71.72,0,0,0,0,0,,20220813
10251277,1,11710,11400,0368,0011,,서울특별시 송파구 마천동 368-11번지,서울특별시 송파구 성내천로49길 7-15 (마천동),01000,단독주택,3,3,4,0,0,0,117104169289,11401,0,00007,00015,221.04,0,0,0,0,0,,20220813
1025154,1,11710,11400,0368,0015,,서울특별시 송파구 마천동 368-15번지,,01000,단독주택|근린생활시설,0,2,2,0,0,0,,,0,00000,00000,125.1,95.6,0,0,0,0,,20220813
1025155,1,11710,11400,0368,0020,,서울특별시 송파구 마천동 368-20번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,57.28,90.3,0,0,0,0,,20220813
1025157,1,11710,11400,0373,0000,,서울특별시 송파구 마천동 373번지,,01000,주택,0,2,2,0,0,0,,,0,00000,00000,64.79,0,0,0,0,0,,20220813
1025158,1,11710,11400,0373,0007,,서울특별시 송파구 마천동 373-7번지,서울특별시 송파구 마천로63길 1-12 (마천동),01000,단독주택,0,2,2,0,0,0,117104169127,11401,0,00001,00012,64.74,0,0,0,0,0,,20220813
