총괄표제부_PK,대장구분코드,시군구코드,법정동코드,번,지,건물명,대지위치,도로명대지위치,주용도코드,기타용도,세대수(세대),가구수(가구),주건축물수,부속건축물수,호수(호),총주차수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,연면적(㎡),대지면적(㎡),건축면적(㎡),용적률산정연면적(㎡),건폐율(%),용적률(%),사용승인일,생성일자
10251561,1,11710,11200,0051,0000,,서울특별시 송파구 오금동 51번지,서울특별시 송파구 오금로 363 (오금동),10000,교육연구및복지시설 외2,0,1,7,0,0,0,117103123014,11205,0,00363,00000,16475.52,219167.4,0,0,0,0,,20220813
10251100246627,1,11710,11200,0052,0022,,서울특별시 송파구 오금동 52-22번지,,20000,자동차관련시설(세차장)|근린생활시설,0,0,2,0,0,2,,,0,00000,00000,352.2,581.7,282.81,327.21,48.61,56.25,,20220813
10251556,2,11710,11200,0053,0003,한승로얄맨션,서울특별시 송파구 오금동 53-3번지,서울특별시 송파구 5 (오금동),02000,다세대주택(17세대),17,0,2,0,0,0,117104169082,11201,0,00005,00000,889.12,456.8,258.5,0,56.59,150.23,,20220813
10251100519621,2,11710,11200,0053,0006,리멤버빌,서울특별시 송파구 오금동 53-6번지,서울특별시 송파구 동남로23가길 50 (오금동),02000,도시형생활주택 (단지형다세대주택),25,0,2,0,0,20,117104169545,11201,0,00050,00000,1270.27,635.2,365.6,1270.27,57.56,199.98,20180627,20220813
10251100554973,2,11710,11200,0055,0003,하이힐,서울특별시 송파구 오금동 55-3번지,서울특별시 송파구 동남로23가길 44 (오금동),02000,도시형생활주택,20,0,2,0,0,15,117104169545,11201,0,00044,00000,1208.29,467.7,266.98,930.49,57.08,198.95,20210614,20220813
10251344,1,11710,11200,0059,0000,오주중학교,서울특별시 송파구 오금동 59번지,서울특별시 송파구 동남로 281 (오금동),10000,교육연구및복지시설,0,0,4,0,0,53,117103000034,11204,0,00281,00000,10997.51,16007.8,3481.71,10658.61,21.75,66.58,19840608,20220813
10251557,2,11710,11200,0063,0010,,서울특별시 송파구 오금동 63-10번지,서울특별시 송파구 33 (오금동),02000,연립주택,12,0,2,0,0,0,117104169083,11201,0,00033,00000,1251.2,0,0,0,0,0,,20220813
10251283,2,11710,11200,0067,0000,,서울특별시 송파구 오금동 67번지,서울특별시 송파구 성내천로 50 (오금동),02000,공동주택(아파트),328,0,3,0,20,324,117103123010,11201,0,00050,00000,50633.2,8314.3,3176.38,35802.77,38.2,430.62,,20240226
10251100473122,2,11710,11200,0068,0004,그랑밸리,서울특별시 송파구 오금동 68-4번지,,02000,도시형생활주택(단지형다세대주택),20,0,2,0,0,17,,,0,00000,00000,1316.55,663.4,341.6,1316.55,51.49,198.45,20151023,20220813
10251100522722,2,11710,11200,0073,0003,오금동 인투파크,서울특별시 송파구 오금동 73-3번지,서울특별시 송파구 마천로 150 (오금동),02000,도시형생활주택,48,0,4,0,4,40,117103123004,11202,0,00150,00000,3446.3,1240.3,728.64,2480.51,58.75,199.99,20181128,20220813
1025194,2,11710,11200,0074,0007,,서울특별시 송파구 오금동 74-7번지,서울특별시 송파구 마천로17길 4 (오금동),02000,공동주택,16,0,2,0,0,0,117104169085,11201,0,00004,00000,1256.04,0,0,0,0,0,,20220813
10251268,2,11710,11200,0074,0011,,서울특별시 송파구 오금동 74-11번지,서울특별시 송파구 성내천로 40 (오금동),02000,공동주택,16,0,2,0,0,0,117103123010,11201,0,00040,00000,2257.92,0,0,0,0,0,,20220813
10251100479362,2,11710,11200,0076,0006,미하우스,서울특별시 송파구 오금동 76-6번지,,02000,도시형생활주택(단지형다세대),20,0,2,0,0,16,,,0,00000,00000,1064,533.6,273.85,1064,51.32,199.4,20160412,20220813
10251100472362,2,11710,11200,0076,0012,팰리스타운,서울특별시 송파구 오금동 76-12번지,,02000,도시형생활주택(단지형다세대),25,0,2,0,0,20,,,0,00000,00000,1170.09,585.6,332.33,1170.09,56.75,199.81,20150911,20220813
1000000000000006583256,2,11710,11200,0077,0000,더 휴림,서울특별시 송파구 오금동 77번지,,02000,도시형생활주택(단지형연립주택+단지형다세대주택),42,0,2,0,0,34,,,,00000,00000,2671.32,1151.6,671.47,2589.36,58.31,224.85,20251016,20251017
10251100471489,2,11710,11200,0079,0011,숨결79,서울특별시 송파구 오금동 79-11번지,,02000,도시형생활주택(단지형다세대),20,0,2,0,0,16,,,0,00000,00000,1036.56,519.1,270.91,1036.56,52.19,199.68,20150731,20220813
10251547,1,11710,11200,0081,0004,,서울특별시 송파구 오금동 81-4번지,서울특별시 송파구 중대로 294 (오금동),20000,자동차관련시설 외1,0,0,2,0,0,0,117103123016,11203,0,00294,00000,207.6,485.7,207.6,207.6,42.74,42.74,,20220813
10251100499585,2,11710,11200,0084,0003,,서울특별시 송파구 오금동 84-3번지,,02000,도시형생활주택,17,0,2,0,0,13,,,0,00000,00000,997,498.8,297.06,997,59.56,199.88,20170406,20220813
10251566,2,11710,11200,0084,0007,,서울특별시 송파구 오금동 84-7번지,서울특별시 송파구 마천로13길 7 (오금동),02000,공동주택,16,0,2,0,0,0,117104169079,11201,0,00007,00000,811.96,0,0,0,0,0,,20220813
10251100532123,1,11710,11200,0091,0000,,서울특별시 송파구 오금동 91번지,서울특별시 송파구 중대로38길 17 (오금동),08000,운수시설,0,0,3,0,0,0,117104169479,11201,0,00017,00000,1835.84,4192.8,494.83,1505.26,11.8,35.9,,20220813
10251100462422,2,11710,11200,0092,0003,,서울특별시 송파구 오금동 92-3번지,,02000,다세대주택(도시형생활주택 단지형),20,0,2,0,0,16,,,0,00000,00000,994.75,500,256.59,994.75,51.32,198.95,20140717,20220813
10251550,1,11710,11200,0111,0000,,서울특별시 송파구 오금동 111번지,서울특별시 송파구 문정로25길 17 (오금동),05000,문화및집회시설,0,0,2,0,0,40,117104169138,11201,0,00017,00000,5968.77,2534.2,1508.45,4299.92,59.52,169.68,,20220813
10251558,2,11710,11200,0112,0007,,서울특별시 송파구 오금동 112-7번지,서울특별시 송파구 문정로23길 14 (오금동),02000,다세대주택,18,0,2,0,0,0,117104169137,11201,0,00014,00000,909.72,395.9,205.76,0,51.9,192.1,,20220813
10251559,2,11710,11200,0112,0008,,서울특별시 송파구 오금동 112-8번지,서울특별시 송파구 문정로23길 12 (오금동),02000,다세대주택,19,0,2,0,0,0,117104169137,11201,0,00012,00000,939.84,0,0,0,0,0,,20220813
10251567,2,11710,11200,0113,0001,,서울특별시 송파구 오금동 113-1번지,서울특별시 송파구 문정로23길 3 (오금동),02000,공동주택,16,0,2,0,0,0,117104169137,11201,0,00003,00000,653.38,0,0,0,0,0,,20220813
10251100471433,2,11710,11200,0115,0007,서도휴빌,서울특별시 송파구 오금동 115-7번지,,02000,도시형생활주택(단지형 다세대주택),28,0,3,0,0,23,,,0,00000,00000,1567.22,783.7,398.65,1567.22,50.87,199.98,20150730,20220813
10251100523822,2,11710,11200,0118,0000,스타빌리지,서울특별시 송파구 오금동 118번지,서울특별시 송파구 동남로30길 30 (오금동),02000,도시형생활주택,20,0,2,0,0,16,117104169069,11201,0,00030,00000,1151.62,576.3,299.33,1151.62,51.94,199.83,20190102,20220813
10251100526722,2,11710,11200,0119,0007,더존에이스빌,서울특별시 송파구 오금동 119-7번지,서울특별시 송파구 마천로25길 11 (오금동),02000,도시형생활주택,20,0,2,0,0,16,117104169091,11201,0,00011,00000,1129.79,564.9,336.49,1129.79,59.57,200,20190423,20220813
10251364,1,11710,11200,0129,0000,,서울특별시 송파구 오금동 129번지,서울특별시 송파구 동남로 306 (오금동),04000,,0,1,2,0,0,0,117103000034,11204,0,00306,00000,500.43,0,0,0,0,0,,20220813
10251100520041,2,11710,11200,0131,0009,그랑밸리,서울특별시 송파구 오금동 131-9번지,서울특별시 송파구 동남로28길 11 (오금동),02000,도시형생활주택(단지형다세대주택),20,0,2,0,0,16,117104169066,11201,0,00011,00000,1265.58,633.7,332.67,1265.58,52.5,199.71,20180725,20220813
10251100565833,2,11710,11200,0133,0021,JK HOUSE,서울특별시 송파구 오금동 133-21번지,서울특별시 송파구 마천로 200 (오금동),02000,도시형생활주택,20,0,2,0,0,16,117103123004,11202,0,00200,00000,1246.86,623.6,335.12,1246.86,53.74,199.95,20220503,20220813
10251100525223,2,11710,11200,0135,0000,송파 두산위브,서울특별시 송파구 오금동 135번지,,02000,공동주택(아파트),269,0,3,3,0,283,,,0,00000,00000,35327.6121,6825.2,2138.7643,26346.47,31.34,386.02,20190227,20220813
10251190,2,11710,11200,0138,0000,오금동 우방아파트,서울특별시 송파구 오금동 138번지,서울특별시 송파구 성내천로 87 (오금동),02000,공동주택(아파트)| 생활편익시설,196,0,4,2,0,231,117103123010,11201,0,00087,00000,29078.96,5599.7,1864.8,20132.14,33.3,359.52,,20250512
10251100497030,2,11710,11200,0152,0005,제니스빌,서울특별시 송파구 오금동 152-5번지,,02000,도시형생활주택,24,0,2,0,0,20,,,0,00000,00000,1319.8,718.2,418.52,1319.8,58.27,183.76,20170209,20220813
10251551,1,11710,11200,0155,0010,,서울특별시 송파구 오금동 155-10번지,서울특별시 송파구 동남로24길 17 (오금동),03000,근린생활시설| 자동차관련시설,0,0,3,0,0,2,117104169064,11201,0,00017,00000,361.86,654.6,347.01,347.01,53.01,53.01,,20220813
10251568,2,11710,11200,0160,0000,,서울특별시 송파구 오금동 160번지,서울특별시 송파구 문정로 195 (오금동),02000,공동주택,237,0,3,0,0,93,117103123005,11203,0,00195,00000,22062.98,0,0,0,0,0,,20251023
10251433,1,11710,11200,0162,0000,보인중고등학교,서울특별시 송파구 오금동 162번지,서울특별시 송파구 오금로49길 18 (오금동),10000,교육연구시설,0,0,5,3,0,97,117104169405,11201,0,00018,00000,19460.38,24144.3,4823.15,16607.26,19.98,68.78,19790711,20220813
10251569,2,11710,11200,0164,0000,,서울특별시 송파구 오금동 164번지,서울특별시 송파구 동남로24길 6 (오금동),02000,공동주택,293,0,5,0,0,0,117104169064,11201,0,00006,00000,35430.58,0,0,0,0,0,,20251015
10251191,2,11710,11200,0165,0000,,서울특별시 송파구 오금동 165번지,서울특별시 송파구 오금로 407 (오금동),02000,공동주택,750,0,7,0,64,0,117103123014,11205,0,00407,00000,66979.77,0,0,0,0,0,,20220813
10251269,2,11710,11200,0166,0000,,서울특별시 송파구 오금동 166번지,서울특별시 송파구 오금로 405 (오금동),02000,공동주택,226,0,3,0,0,0,117103123014,11205,0,00405,00000,26349.07,0,0,0,0,0,,20220813
10251552,1,11710,11200,0227,0001,,서울특별시 송파구 오금동 227-1번지,,03000,근린생활시설,0,0,2,0,0,0,,,0,00000,00000,405.08,359.48,359.48,37.89,37.89,37.89,,20220813
10251563,1,11710,11200,0268,0000,,서울특별시 송파구 오금동 268번지,,21000,단독주택,0,2,2,0,0,0,,,0,00000,00000,203.97,0,0,0,0,0,,20220813
10251553,1,11710,11200,0341,0000,,서울특별시 송파구 오금동 341번지,,01000,주택,0,12,12,0,0,0,,,0,00000,00000,319.66,0,0,0,0,0,,20220813
10251264,1,11710,11200,0541,0000,,서울특별시 송파구 오금동 541번지,,01000,주택,0,2,2,0,0,0,,,0,00000,00000,68.1,0,0,0,0,0,,20220813
10251100508881,2,11710,11200,0616,0000,송파레미니스,서울특별시 송파구 오금동 616번지,,02000,공동주택(아파트),575,0,6,8,4,612,,,0,00000,00000,69081.24,21813,3625.7,47719.94,16.62,218.77,20171102,20220813
10251100518201,2,11710,11200,0617,0000,송파레미니스2단지,서울특별시 송파구 오금동 617번지,서울특별시 송파구 동남로 341 (오금동),02000,공동주택(아파트),818,0,8,9,7,886,117103000034,11204,0,00341,00000,96119.15,33255,5427.09,71882.36,16.32,216.16,20180605,20220813
10251100562942,1,11710,11200,0618,0003,센트럴오금,서울특별시 송파구 오금동 618-3번지,서울특별시 송파구 동남로29길 4 (오금동),04000,근린생활시설,0,0,2,1,47,62,117104169067,11201,0,00004,00000,7953.88,2066.7,1029.63,5164.73,49.82,249.9,20220210,20220813
10251100515241,2,11710,11200,0619,0000,송파호반베르디움더퍼스트,서울특별시 송파구 오금동 619번지,서울특별시 송파구 동남로 342 (오금동),02000,아파트,220,0,4,12,5,400,117103000034,11204,0,00342,00000,48124.8788,13113,2456.0459,29370.4773,18.73,223.98,20180223,20220813
10251167,1,11710,11300,0002,0002,,서울특별시 송파구 거여동 2-2번지,서울특별시 송파구 거마로15길 23 (거여동),01000,단독주택 외1,0,10,2,0,0,0,117104169038,11301,0,00023,00000,594.32,0,0,0,0,0,,20220813
10251216,2,11710,11300,0002,0014,,서울특별시 송파구 거여동 2-14번지,서울특별시 송파구 성내천로20길 9 (거여동),02000,공동주택,12,0,2,0,0,0,117104169251,11301,0,00009,00000,654.87,0,0,0,0,0,,20220813
10251100535502,2,11710,11300,0004,0004,더숲,서울특별시 송파구 거여동 4-4번지,서울특별시 송파구 성내천로 126-9 (거여동),02000,도시형생활주택,29,0,2,0,0,15,117103123010,11302,0,00126,00009,1057.25,549.5,302.28,1057.25,55.01,192.4,20200629,20220813
10251611,1,11710,11300,0005,0008,종합사회복지관,서울특별시 송파구 거여동 5-8번지,서울특별시 송파구 오금로51길 34 (거여동),11000,노유자시설,0,0,2,0,0,11,117104169407,11301,0,00034,00000,2197.87,1847.4,819.18,2018.92,44.34,109.28,,20220813
10251266,2,11710,11300,0010,0000,,서울특별시 송파구 거여동 10번지,서울특별시 송파구 거마로9길 35-3 (거여동),02000,공동주택,12,0,2,0,0,0,117104169050,11301,0,00035,00003,634.17,0,0,0,0,0,,20220813
10251278,1,11710,11300,0011,0000,,서울특별시 송파구 거여동 11번지,서울특별시 송파구 오금로51길 20 (거여동),11000,교육연구및복지시설 외1,0,0,3,0,0,0,117104169407,11301,0,00020,00000,208.68,0,0,0,0,0,,20220813
10251100237969,1,11710,11300,0012,0000,서울영풍초등학교,서울특별시 송파구 거여동 12번지,서울특별시 송파구 오금로57길 15 (거여동),,,0,0,2,4,0,39,117104169411,11301,0,00015,00000,9468.68,11274.2,2696.54,9410.33,23.92,83.47,,20220813
10251100447207,1,11710,11300,0019,0004,,서울특별시 송파구 거여동 19-4번지,,19000,위험물저장및처리시설(주유소)| 자동차관련시설(세차장),0,0,2,0,0,2,,,0,00000,00000,340.74,642.6,302.49,340.74,47.07,53.02,,20220813
10251100504201,2,11710,11300,0023,0001,성우스타팰리스,서울특별시 송파구 거여동 23-1번지,,02000,도시형생활주택,40,0,4,1,10,39,,,0,00000,00000,3853.03,1173.5,586.69,2930.56,49.99,249.72,20170718,20220813
10251366,2,11710,11300,0028,0000,쌍용스윗닷홈 거여역1차,서울특별시 송파구 거여동 28번지,서울특별시 송파구 오금로62길 10 (거여동),02000,공동주택(아파트),95,0,2,2,0,136,117104169414,11301,0,00010,00000,16369.76,5507.6,1385.17,11008.68,25.15,199.88,20060418,20220813
10251612,1,11710,11300,0041,0000,,서울특별시 송파구 거여동 41번지,서울특별시 송파구 거마로2길 3-12 (거여동),01000,단독주택,9,2,3,0,0,0,117104169045,11301,0,00003,00012,88.6,0,0,0,0,0,,20220813
10251641,2,11710,11300,0044,0000,,서울특별시 송파구 거여동 44번지,서울특별시 송파구 오금로61길 20 (거여동),02000,,280,0,4,0,0,0,117104169413,11301,0,00020,00000,3923.24,0,0,0,0,0,,20220813
10251168,1,11710,11300,0046,0000,,서울특별시 송파구 거여동 46번지,,01000,주택,0,2,2,0,0,0,,,0,00000,00000,101.16,0,0,0,0,0,,20220813
10251267,2,11710,11300,0046,0000,,서울특별시 송파구 거여동 46번지,,02000,공동주택,303,0,4,0,0,0,,,0,00000,00000,32508.02,0,0,0,0,0,,20220813
10251169,1,11710,11300,0058,0001,,서울특별시 송파구 거여동 58-1번지,서울특별시 송파구 문정로 160-7 (거여동),10000,교육연구및복지시설,0,0,2,1,0,0,117103123005,11304,0,00160,00007,1066.6,0,0,0,0,0,,20220813
10251621,2,11710,11300,0129,0000,성동레인보우아파트,서울특별시 송파구 거여동 129번지,서울특별시 송파구 거마로15길 12 (거여동),02000,아파트| 근린생활시설,42,0,2,1,0,43,117104169038,11301,0,00012,00000,5757.18,2000.6,689.59,4242.54,34.47,212.06,,20220813
10251100512122,1,11710,11300,0135,0050,,서울특별시 송파구 거여동 135-50번지,,01000,단독주택,0,2,2,0,0,3,,,0,00000,00000,366.66,326,149.12,322.98,45.74,99.07,,20220813
10251622,2,11710,11300,0136,0000,삼호아파트,서울특별시 송파구 거여동 136번지,서울특별시 송파구 거마로9길 19 (거여동),02000,공동주택(아파트)| 부대시설,142,0,2,2,0,147,117104169050,11301,0,00019,00000,18027.81,4077.7,1175.78,14078.66,28.83,345.26,,20220813
1025132,1,11710,11300,0145,0035,,서울특별시 송파구 거여동 145-35번지,서울특별시 송파구 오금로 460 (거여동),23000,공공용시설,0,0,6,1,0,0,117103123014,11306,0,00460,00000,17076.01,0,0,0,0,0,,20220813
10251631,1,11710,11300,0174,0000,,서울특별시 송파구 거여동 174번지,,01000,단독주택,0,5,5,0,0,0,,,0,00000,00000,200.65,0,0,0,0,0,,20220813
10251262,1,11710,11300,0178,0003,,서울특별시 송파구 거여동 178-3번지,서울특별시 송파구 오금로59길 19 (거여동),01000,단독주택,0,7,3,0,0,0,117104169412,11301,0,00019,00000,288.66,0,0,0,0,0,,20220813
1025127,1,11710,11300,0195,0000,,서울특별시 송파구 거여동 195번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,74.38,0,0,0,0,0,,20220813
10251632,1,11710,11300,0213,0000,,서울특별시 송파구 거여동 213번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,417.93,0,0,0,0,0,,20220813
10251616,1,11710,11300,0225,0014,,서울특별시 송파구 거여동 225-14번지,,01000,단독주택,0,2,2,1,0,0,,,0,00000,00000,88.87,142,0,0,0,0,,20220813
10251617,1,11710,11300,0225,0015,,서울특별시 송파구 거여동 225-15번지,,02000,단독주택,8,0,1,0,0,0,,,0,00000,00000,106.27,0,0,0,0,0,,20220813
10251429,1,11710,11300,0225,0133,,서울특별시 송파구 거여동 225-133번지,서울특별시 송파구 오금로68길 25-4 (거여동),01000,근린생활시설| 주택,0,8,2,0,0,14,117104169423,11301,0,00025,00004,1720.9,792,407.54,1000.85,51.45,126.37,,20220813
10251249,1,11710,11300,0251,0023,기쁨의 샘터 증축공사,서울특별시 송파구 거여동 251-23번지,서울특별시 송파구 양산로8길 17 (거여동),11000,교육연구및복지시설|장애인복지시설,0,0,3,0,0,0,117104169365,11301,0,00017,00000,3996.87,2285,1038.29,3636.46,45.43,159.14,,20220813
10251642,2,11710,11300,0251,0071,,서울특별시 송파구 거여동 251-71번지,서울특별시 송파구 양산로 40-22 (거여동),02000,공동주택,15,0,2,0,0,0,117103123022,11301,0,00040,00022,1043.17,594,0,0,0,0,,20220813
10251643,2,11710,11300,0290,0000,,서울특별시 송파구 거여동 290번지,서울특별시 송파구 양산로8길 8 (거여동),02000,공동주택(아파트),1004,0,10,5,0,554,117104169365,11301,0,00008,00000,79417.5,23445.8,7271.75,6465.2,30,275.57,,20220813
10251644,2,11710,11300,0291,0000,,서울특별시 송파구 거여동 291번지,서울특별시 송파구 양산로8길 24 (거여동),02000,공동주택(아파트),478,0,12,5,0,0,117104169365,11301,0,00024,00000,90784.6,27940.5,6024.45,65724.16,21.55,235.13,,20220813
10251626,2,11710,11300,0292,0000,거여3단지아파트,서울특별시 송파구 거여동 292번지,서울특별시 송파구 양산로2길 44 (거여동),02000,공동주택(아파트)| 근린생활시설,598,0,10,4,0,430,117104169362,11301,0,00044,00000,52376.697,16950.1,4817.126,36738.03,28.42,216.74,,20240423
10251627,2,11710,11300,0293,0000,거여4단지아파트,서울특별시 송파구 거여동 293번지,서울특별시 송파구 양산로4길 8 (거여동),02000,공동주택(아파트),545,0,6,0,0,0,117104169363,11301,0,00008,00000,43710.8,15688.7,3779.44,0,24.3,240.54,,20221116
10251645,2,11710,11300,0294,0000,,서울특별시 송파구 거여동 294번지,서울특별시 송파구 양산로4길 16 (거여동),02000,공동주택,605,0,7,7,0,0,117104169363,11301,0,00016,00000,61834.14,14586,4362.71,0,29.9,344.14,,20220813
10251618,2,11710,11300,0295,0000,거여6단지아파트,서울특별시 송파구 거여동 295번지,서울특별시 송파구 양산로2길 38 (거여동),02000,공동주택(아파트),660,0,7,0,0,0,117104169362,11301,0,00038,00000,47207.85,0,3949.71,0,30.02,277.86,,20220813
10251100468962,1,11710,11300,0331,0000,서울인공지능고등학교,서울특별시 송파구 거여동 331번지,,10000,교육연구시설(고등학교),0,0,2,2,0,8,,,0,00000,00000,15547.37,16272,4503.35,15238.82,27.68,93.65,,20240724
1025134,1,11710,11300,0341,0000,,서울특별시 송파구 거여동 341번지,,01000,단독주택,0,4,4,0,0,0,,,0,00000,00000,153.38,0,0,0,0,0,,20220813
10251628,2,11710,11300,0356,0000,우방1차아파트,서울특별시 송파구 거여동 356번지,서울특별시 송파구 오금로56길 16 (거여동),02000,공동주택(아파트)| 부대복리시설,257,0,4,3,0,285,117104169410,11301,0,00016,00000,36893.941,7926.3,2380.769,25699.247,30.04,324.23,,20220813
10251646,2,11710,11300,0362,0000,,서울특별시 송파구 거여동 362번지,서울특별시 송파구 오금로54길 10 (거여동),02000,공동주택,497,0,6,0,0,318,117104169409,11301,0,00010,00000,51595.51,0,0,0,0,0,,20240318
10251280,1,11710,11300,0375,0000,,서울특별시 송파구 거여동 375번지,,01000,단독주택,0,2,0,0,0,0,,,0,00000,00000,69.75,0,0,0,0,0,,20220813
10251172,1,11710,11300,0544,0002,,서울특별시 송파구 거여동 544-2번지,서울특별시 송파구 오금로66길 7-1 (거여동),01000,단독주택,0,6,2,0,0,0,117104169421,11301,0,00007,00001,267.02,0,0,0,0,0,,20220813
1025136,1,11710,11300,0544,0004,,서울특별시 송파구 거여동 544-4번지,서울특별시 송파구 오금로66길 9-1 (거여동),01000,단독주택,0,2,2,0,0,0,117104169421,11301,0,00009,00001,95.07,0,0,0,0,0,,20220813
10251263,1,11710,11300,0545,0005,,서울특별시 송파구 거여동 545-5번지,서울특별시 송파구 오금로66길 6-6 (거여동),01000,단독주택,0,3,3,0,0,0,117104169421,11301,0,00006,00006,92.3,183,92.3,92.3,50.44,50.44,,20220813
10251281,1,11710,11300,0548,0003,,서울특별시 송파구 거여동 548-3번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,151.9,0,0,0,0,0,,20220813
1025137,1,11710,11300,0548,0008,,서울특별시 송파구 거여동 548-8번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,253.79,0,0,0,0,0,,20220813
10251173,1,11710,11300,0550,0005,,서울특별시 송파구 거여동 550-5번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,90.45,0,0,0,0,0,,20220813
10251153,2,11710,11300,0593,0000,어울림 아파트,서울특별시 송파구 거여동 593번지,서울특별시 송파구 오금로56길 28 (거여동),02000,공동주택,140,0,3,3,0,209,117104169410,11301,0,00028,00000,24426.18,5518.8,1332.29,17719.78,24.14,321.08,20031129,20250716
10251100561362,2,11710,11300,0597,0000,송파 레이크파크 호반써밋Ⅰ,서울특별시 송파구 거여동 597번지,서울특별시 송파구 위례송파로 40 (거여동),02000,공동주택(아파트),689,0,11,5,16,1692,117103352706,11301,0,00040,00000,175221.677,50151.4,9211.5644,95277.6911,18.37,189.98,20220128,20220813
10251100539182,2,11710,11300,0599,0000,위례 포레샤인 13단지,서울특별시 송파구 거여동 599번지,서울특별시 송파구 위례서이로 25 (거여동),02000,공동주택(아파트),560,0,10,12,4,584,117103353116,11301,0,00025,00000,66974.41,23297,4451.72,43542.81,19.11,186.9,20201222,20220813
10251100530182,1,11710,11300,0601,0000,위례제일주유소,서울특별시 송파구 거여동 601번지,서울특별시 송파구 위례서로 260 (거여동),19000,위험물저장및처리시설,0,0,2,0,0,5,117103000237,11302,0,00260,00000,782.65,1871,564.12,782.65,30.15,41.83,20191115,20220813
10251100558122,2,11710,11300,0606,0000,송파 레이크힐,서울특별시 송파구 거여동 606번지,서울특별시 송파구 위례송파로 89 (거여동),02000,공동주택(아파트),394,0,6,24,5,501,117103352706,11301,0,00089,00000,58332.25,20420,4174.71,39989.14,20.44,195.83,20210810,20220813
10251100562084,2,11710,11300,0607,0000,송파 레이크파크 호반써밋Ⅱ,서울특별시 송파구 거여동 607번지,서울특별시 송파구 위례송파로 80 (거여동),02000,공동주택(아파트),700,0,12,7,15,1719,117103352706,11301,0,00080,00000,180155.2462,46568,9983.8973,97545.2251,21.44,209.47,20220128,20220813
10251100537302,2,11710,11300,0648,0000,위례 포레샤인 18단지,서울특별시 송파구 거여동 648번지,서울특별시 송파구 위례북로4길 12 (거여동),02000,공동주택(아파트),685,0,14,10,7,863,117104858472,11301,0,00012,00000,101048.44,32454,12778.13,72258.53,39.37,222.65,20201028,20220813
10251100556202,2,11710,11300,0651,0000,포레나송파,서울특별시 송파구 거여동 651번지,서울특별시 송파구 위례송파로 123 (거여동),02000,공동주택(아파트),1282,0,20,23,19,1667,117103352706,11301,0,00123,00000,195996.32,61476.1,12183.77,130871.46,19.82,212.88,20210806,20221216
10251100559122,2,11710,11300,0654,0000,송파 위례 리슈빌,서울특별시 송파구 거여동 654번지,서울특별시 송파구 위례송파로 124 (거여동),02000,공동주택(아파트),494,0,9,11,15,915,117103352706,11301,0,00124,00000,106742.3237,33017.6,6135.8941,69328.3819,18.58,209.97,20211012,20220813
10251100564442,2,11710,11300,0696,0000,e편한세상 송파 파크센트럴,서울특별시 송파구 거여동 696번지,서울특별시 송파구 오금로 551 (거여동),02000,아파트,1199,0,15,8,33,1479,117103123014,11306,0,00551,00000,180054.32,43504.4,8963.44,120147.33,20.6,276.17,20210517,20220813
1000000000000001009902,2,11710,11300,0697,0000,송파시그니처롯데캐슬,서울특별시 송파구 거여동 697번지,서울특별시 송파구 거마로 56 (거여동),02000,공동주택(아파트),1945,0,18,16,53,2448,117103123003,11301,0,00056,00000,296331.05,68726,13394.41,187845.59,19.49,273.33,20211231,20230103
10251640,1,11710,11300,0058,0000,,서울특별시 송파구 거여동 산58번지,,01000,단독주택,0,3,3,0,0,0,,,0,00000,00000,105.12,0,0,0,0,0,,20220813
1000000000000002522112,1,11710,11300,0000,0000,근린공원 3호 공중화장실,서울특별시 송파구 거여동 블록,,03000,공중화장실,0,0,2,0,0,0,,,0,00000,00000,99.92,42448,99.92,99.92,0.24,0.24,20231025,20231025
10251100479642,2,11710,11400,0001,0012,해담채,서울특별시 송파구 마천동 1-12번지,,02000,도시형생활주택(단지형다세대),24,0,3,0,0,18,,,0,00000,00000,1811,1070,442.7,1354.14,41.37,126.56,20160427,20220813
10251647,1,11710,11400,0004,0000,,서울특별시 송파구 마천동 4번지,,01000,단독주택,0,4,4,0,0,0,,,0,00000,00000,137.86,0,0,0,0,0,,20220813
10251100468594,2,11710,11400,0005,0014,레이크뷰2차,서울특별시 송파구 마천동 5-14번지,,02000,도시형생활주택(단지형다세대),30,0,3,0,0,24,,,0,00000,00000,1899.12,952,496.71,1899.12,52.18,199.49,,20220813
10251100464935,2,11710,11400,0005,0021,레이크뷰,서울특별시 송파구 마천동 5-21번지,,02000,도시형생활주택(단지형다세대),30,0,3,0,0,24,,,0,00000,00000,1873.605,937.4,493.62,1873.605,52.66,199.87,20141107,20220813
10251648,1,11710,11400,0006,0000,,서울특별시 송파구 마천동 6번지,,01000,단독주택,0,2,2,0,0,0,,,0,00000,00000,87.61,0,0,0,0,0,,20220813
10251100480463,2,11710,11400,0008,0000,대성파크앤리버,서울특별시 송파구 마천동 8번지,,02000,단지형다세대주택,20,0,2,0,0,16,,,0,00000,00000,1052.28,526.4,299.87,1052.28,56.97,199.9,20160603,20220813
