관리건축물대장PK,시군구코드,법정동코드,번,지,대장구분코드,대지위치,도로명대지위치,건물명,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,대지면적(㎡),공급면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),주용도코드,기타용도,세대수(세대),가구수(가구),지상층수,지하층수,건물_수,호수(호),승용승강기수,비상용승강기수,사용승인일,생성일자
10251100193122,11710,10100,0001,0000,1,서울특별시 송파구 잠실동 1번지,서울특별시 송파구 한가람로 65 (잠실동),한강공원잠실안내센터,117103123020,10101,0,00065,00000,,284992.4,0.0,258.13,0.09,567.77,567.77,0.2,03000,제1종근린생활시설(공원관리소),0,0,3,1,0,0,0,0,,20220813
1025114628,11710,10100,0003,0000,1,서울특별시 송파구 잠실동 3번지,,,000000000000,00000,0,00000,00000,,0,0.0,0,0,9.92,0,0,01000,주택,0,1,1,0,0,0,0,0,        ,20220813
1025122767,11710,10100,0010,0000,1,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),학생체육관,117103123023,10101,0,00025,00000,,0,0.0,0,0,11471.12,0,0,13000,운동시설,0,0,3,1,0,0,0,0,19840118,20221108
102511072,11710,10100,0010,0000,1,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),잠실실내체육관,117103123023,10101,0,00025,00000,,0,0.0,0,0,26278.49,0,0,13000,실내체육관,0,0,3,1,0,0,0,0,19790530,20250519
102511900,11710,10100,0010,0000,1,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),잠실제2수영장,117103123023,10101,0,00025,00000,,0,0.0,3042.45,0,4631.87,3838.85,0,13000,실내수영장,0,0,2,1,0,0,0,0,19791110,20221108
102511071,11710,10100,0010,0000,1,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),잠실주경기장,117103123023,10101,0,00025,00000,,402815.9,0.0,34333.18,20,100151.5,741113.98,38.6,13000,운동시설,0,0,3,1,0,0,2,0,19840929,20221108
102511073,11710,10100,0010,0000,1,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),종합운동장119안전센터,117103123023,10101,0,00025,00000,,0,0.0,0,0,419.1,0,0,03000,소방관파출소,0,0,1,0,0,0,0,0,19850823,20221108
10251100485457,11710,10100,0010,0000,1,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),고압가스충전소,117103123023,10101,0,00025,00000,,0,0.0,0,0,21.2,0,0,19000,고압가스충전소,0,0,0,1,0,0,0,0,20160907,20221108
102511880,11710,10100,0010,0000,1,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),잠실야구장,117103123023,10101,0,00025,00000,,0,0.0,0,0,59229.75,0,0,05000,"운동장,야구장",0,0,3,1,0,0,0,0,19820828,20221108
102511899,11710,10100,0010,0000,1,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),체조관,117103123023,10101,0,00025,00000,,0,0.0,0,0,1487.94,0,0,05000,체조관,0,0,2,1,0,0,0,0,19730825,20221108
102511881,11710,10100,0010,0000,1,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),잠실제1수영장,117103123023,10101,0,00025,00000,,0,0.0,0,0,22479.34,0,0,13000,실내수영장,0,0,3,1,0,0,0,0,19801230,20221108
102511901,11710,10100,0010,0000,1,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),2호,117103123023,10101,0,00025,00000,,0,0.0,0,0,140,0,0,03000,근린공공시설,0,0,1,0,0,0,0,0,19860430,20221108
10251100216773,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,155동,0,0.0,577.64,0,9784.86,9784.86,0,02000,아파트,88,0,22,0,0,0,0,2,20080930,20220813
10251100213894,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,120동,0,0.0,566.76,0,11177.02,11177.02,0,02000,아파트,100,0,26,0,0,0,0,2,20080930,20220813
10251100212859,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,127동,0,0.0,519.28,0,7489.74,7489.74,0,02000,아파트,76,0,20,0,0,0,0,2,20080930,20220813
10251100213517,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,109동,0,0.0,382.23,0,7177.84,7177.84,0,02000,아파트,48,0,24,0,0,0,0,1,20080930,20220813
10251100213736,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,102동,0,0.0,519.28,0,10168.52,10168.52,0,02000,아파트,104,0,26,0,0,0,0,2,20080930,20220813
10251100215314,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,159동,0,0.0,566.76,0,9401.58,9401.58,0,02000,아파트,84,0,22,0,0,0,0,2,20080930,20220813
10251100216899,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,141동,0,0.0,288.82,0,5336.29,5336.29,0,02000,아파트,48,0,24,0,0,0,0,1,20080930,20220813
10251100216862,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,169동,0,0.0,283.38,0,4035,4035,0,02000,아파트,36,0,19,0,0,0,0,1,20080930,20220813
10251100213657,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,129동,0,0.0,519.28,0,7711.67,7711.67,0,02000,아파트,78,0,21,0,0,0,0,2,20080930,20220813
10251100215182,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,164동,0,0.0,283.38,0,5588.51,5588.51,0,02000,아파트,50,0,26,0,0,0,0,2,20080930,20220813
10251100216569,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,140동,0,0.0,566.76,0,10733.16,10733.16,0,02000,아파트,96,0,25,0,0,0,0,2,20080930,20220813
10251100211541,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,122동,0,0.0,552.57,0,10456.47,10456.47,0,02000,아파트,96,0,24,0,0,0,0,2,20080930,20220813
10251100214863,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,158동,0,0.0,508.36,0,11399.18,11399.18,0,02000,아파트,116,0,30,0,0,0,0,2,20080930,20220813
10251100213319,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,128동,0,0.0,508.36,0,9669.46,9669.46,0,02000,아파트,98,0,26,0,0,0,0,2,20080930,20220813
10251100213841,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,110동,0,0.0,288.82,0,5780.15,5780.15,0,02000,아파트,52,0,26,0,0,0,0,1,20080930,20220813
10251100215480,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,160동,0,0.0,288.82,0,4892.43,4892.43,0,02000,아파트,44,0,22,0,0,0,0,1,20080930,20220813
10251100212257,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,106동,0,0.0,552.57,0,11826.07,11826.07,0,02000,아파트,108,0,28,0,0,0,0,2,20080930,20220813
10251100213029,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,108동,0,0.0,508.36,0,10228.19,10228.19,0,02000,아파트,104,0,27,0,0,0,0,2,20080930,20220813
10251100213995,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,130동,0,0.0,283.38,0,5588.51,5588.51,0,02000,아파트,50,0,26,0,0,0,0,1,20080930,20220813
10251100216322,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,168동,0,0.0,449.96,0,8498.7,8498.7,0,02000,아파트,100,0,26,0,0,0,0,2,20080930,20220813
10251100214980,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,163동,0,0.0,449.96,0,9677.5,9677.5,0,02000,아파트,114,0,30,0,0,0,0,2,20080930,20220813
10251100215651,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,166동,0,0.0,552.57,0,11390.95,11390.95,0,02000,아파트,104,0,27,0,0,0,0,2,20080930,20220813
10251100213185,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,117동,0,0.0,230.46,0,2872.77,2872.77,0,02000,아파트,34,0,17,0,0,0,0,1,20080930,20220813
10251100214161,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,131동,0,0.0,552.57,0,11326.71,11326.71,0,02000,아파트,104,0,26,0,0,0,0,2,20080930,20220813
10251100215964,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,167동,0,0.0,460.92,0,9113.54,9113.54,0,02000,아파트,108,0,27,0,0,0,0,2,20080930,20220813
10251100212624,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,126동,0,0.0,288.82,0,4670.5,4670.5,0,02000,아파트,42,0,21,0,0,0,0,1,20080930,20220813
10251100213418,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,101동,0,0.0,552.57,0,10706.15,10706.15,0,02000,아파트,98,0,25,0,0,0,0,2,20080930,20220813
10251100215095,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,149동,0,0.0,566.76,0,9623.51,9623.51,0,02000,아파트,86,0,23,0,0,0,0,2,20080930,20220813
10251100212667,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,137동,0,0.0,577.64,0,10228.72,10228.72,0,02000,아파트,92,0,23,0,0,0,0,2,20080930,20220813
10251100212044,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,133동,0,0.0,376.45,0,8402.57,8402.57,0,02000,아파트,56,0,29,0,0,0,0,1,20080930,20220813
10251100212760,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,116동,0,0.0,508.36,0,9669.46,9669.46,0,02000,아파트,98,0,26,0,0,0,0,2,20080930,20220813
10251100213134,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,135동,0,0.0,376.45,0,7506.59,7506.59,0,02000,아파트,50,0,26,0,0,0,0,1,20080930,20220813
10251100211494,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,121동,0,0.0,283.38,0,5144.65,5144.65,0,02000,아파트,46,0,24,0,0,0,0,1,20080930,20220813
10251100212468,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,125동,0,0.0,230.46,0,4219.97,4219.97,0,02000,아파트,50,0,25,0,0,0,0,1,20080930,20220813
10251100212936,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,134동,0,0.0,577.64,0,10228.72,10228.72,0,02000,아파트,92,0,23,0,0,0,0,2,20080930,20220813
10251100211731,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,104동,0,0.0,382.23,0,7177.84,7177.84,0,02000,아파트,48,0,24,0,0,0,0,1,20080930,20220813
10251100216073,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,143동,0,0.0,566.76,0,10733.16,10733.16,0,02000,아파트,96,0,25,0,0,0,0,2,20080930,20220813
10251100213566,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,119동,0,0.0,508.36,0,8888.8,8888.8,0,02000,아파트,90,0,24,0,0,0,0,2,20080930,20220813
10251100214632,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,147동,0,0.0,283.38,0,4035,4035,0,02000,아파트,36,0,19,0,0,0,0,1,20080930,20220813
10251100211890,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,113동,0,0.0,508.36,0,10228.19,10228.19,0,02000,아파트,104,0,27,0,0,0,0,2,20080930,20220813
10251100211638,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,132동,0,0.0,577.64,0,10228.72,10228.72,0,02000,아파트,92,0,23,0,0,0,0,2,20080930,20220813
10251100214266,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,103동,0,0.0,508.36,0,10228.19,10228.19,0,02000,아파트,104,0,27,0,0,0,0,2,20080930,20220813
10251100215756,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,152동,0,0.0,449.96,0,9677.5,9677.5,0,02000,아파트,114,0,30,0,0,0,0,2,20080930,20220813
10251100214669,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,148동,0,0.0,566.76,0,12730.53,12730.53,0,02000,아파트,114,0,30,0,0,0,0,2,20080930,20220813
10251100214784,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,172동,0,0.0,552.57,0,8593.83,8593.83,0,02000,아파트,78,0,21,0,0,0,0,2,20080930,20220813
10251100215399,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,165동,0,0.0,577.64,0,8897.14,8897.14,0,02000,아파트,80,0,20,0,0,0,0,2,20080930,20220813
10251100215562,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,161동,0,0.0,577.64,0,9784.86,9784.86,0,02000,아파트,88,0,22,0,0,0,0,2,20080930,20220813
10251100216948,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,170동,0,0.0,552.57,0,10769.43,10769.43,0,02000,아파트,98,0,26,0,0,0,0,2,20080930,20220813
10251100212366,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,114동,0,0.0,382.23,0,7177.84,7177.84,0,02000,아파트,48,0,24,0,0,0,0,1,20080930,20220813
10251100214579,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,171동,0,0.0,230.46,0,4388.37,4388.37,0,02000,아파트,52,0,26,0,0,0,0,1,20080930,20220813
10251100215525,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,151동,0,0.0,288.82,0,4004.71,4004.71,0,02000,아파트,36,0,18,0,0,0,0,1,20080930,20220813
10251100216423,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,144동,0,0.0,376.45,0,8402.57,8402.57,0,02000,아파트,56,0,29,0,0,0,0,1,20080930,20220813
10251100215233,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,150동,0,0.0,577.64,0,8897.14,8897.14,0,02000,아파트,80,0,20,0,0,0,0,2,20080930,20220813
10251100213220,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,118동,0,0.0,508.36,0,9669.46,9669.46,0,02000,아파트,98,0,26,0,0,0,0,2,20080930,20220813
10251100211837,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,105동,0,0.0,288.82,0,5780.15,5780.15,0,02000,아파트,52,0,26,0,0,0,0,1,20080930,20220813
10251100215871,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,138동,0,0.0,566.76,0,10289.3,10289.3,0,02000,아파트,92,0,24,0,0,0,0,2,20080930,20220813
10251100211995,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,123동,0,0.0,288.82,0,5336.29,5336.29,0,02000,아파트,48,0,24,0,0,0,0,1,20080930,20220813
10251100214371,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,157동,0,0.0,552.57,0,10891.59,10891.59,0,02000,아파트,100,0,25,0,0,0,0,2,20080930,20220813
10251100216170,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,153동,0,0.0,566.76,0,9401.58,9401.58,0,02000,아파트,84,0,22,0,0,0,0,2,20080930,20220813
10251100217134,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,156동,0,0.0,288.82,0,5558.22,5558.22,0,02000,아파트,50,0,25,0,0,0,0,1,20080930,20220813
10251100212519,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,107동,0,0.0,519.28,0,10168.52,10168.52,0,02000,아파트,104,0,26,0,0,0,0,2,20080930,20220813
10251100214046,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,111동,0,0.0,552.57,0,12446.63,12446.63,0,02000,아파트,114,0,29,0,0,0,0,1,20080930,20220813
10251100212206,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,136동,0,0.0,376.45,0,7506.59,7506.59,0,02000,아파트,50,0,26,0,0,0,0,1,20080930,20220813
10251100216255,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,139동,0,0.0,376.45,0,9895.87,9895.87,0,02000,아파트,66,0,34,0,0,0,0,1,20080930,20220813
10251100212101,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,124동,0,0.0,552.57,0,10706.15,10706.15,0,02000,아파트,98,0,25,0,0,0,0,1,20080930,20220813
10251100217185,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,142동,0,0.0,376.45,0,9597.21,9597.21,0,02000,아파트,64,0,33,0,0,0,0,1,20080930,20220813
10251100216666,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,145동,0,0.0,566.76,0,11842.81,11842.81,0,02000,아파트,106,0,28,0,0,0,0,2,20080930,20220813
10251100212415,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,115동,0,0.0,288.82,0,5780.15,5780.15,0,02000,아파트,52,0,26,0,0,0,0,1,20080930,20220813
10251100217047,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,146동,0,0.0,566.76,0,9623.51,9623.51,0,02000,아파트,86,0,24,0,0,0,0,2,20080930,20220813
10251100211780,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,112동,0,0.0,288.82,0,6224.01,6224.01,0,02000,아파트,56,0,28,0,0,0,0,1,20080930,20220813
10251100214472,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,162동,0,0.0,552.57,0,11640.63,11640.63,0,02000,아파트,106,0,28,0,0,0,0,2,20080930,20220813
10251100216480,11710,10100,0019,0000,2,서울특별시 송파구 잠실동 19번지,서울특별시 송파구 올림픽로 99 (잠실동),잠실엘스,117103123023,10101,0,00099,00000,154동,0,0.0,577.64,0,9784.86,9784.86,0,02000,아파트,88,0,22,0,0,0,0,2,20080930,20220813
10251100179454,11710,10100,0019,0001,1,서울특별시 송파구 잠실동 19-1번지,서울특별시 송파구 올림픽로 95 (잠실동),서울잠일초등학교,117103123023,10101,0,00095,00000,,10635,0.0,3790.01,35.64,13721.85,13486.41,126.81,10000,교육연구시설(초등학교),0,0,5,1,0,0,1,0,20080730,20220813
10251100239906,11710,10100,0019,0002,1,서울특별시 송파구 잠실동 19-2번지,서울특별시 송파구 백제고분로 21 (잠실동),잠일고등학교,117103123006,10101,0,00021,00000,,7200,0.0,2808.63,39.01,9439.32,9053.71,125.74,10000,교육연구시설(고등학교),0,0,5,1,0,0,1,0,20111212,20250729
1025124039,11710,10100,0019,0004,1,서울특별시 송파구 잠실동 19-4번지,서울특별시 송파구 백제고분로 11 (잠실동),신천중학교,117103123006,10101,0,00011,00000,,13581.4,0.0,3163.17,23.29,10526.09,10484.96,77.2,10000,교육연구시설,0,0,4,0,0,0,1,0,19751204,20221226
10251100225474,11710,10100,0019,0006,1,서울특별시 송파구 잠실동 19-6번지,서울특별시 송파구 올림픽로 105 (잠실동),주민자치센터 및 어린이 도서관,117103123023,10101,0,00105,00000,,700,0.0,348.92,49.85,1273.17,950.31,135.76,10000,교육연구시설 외1,0,0,3,1,0,0,1,0,20090416,20220813
10251100224535,11710,10100,0019,0007,1,서울특별시 송파구 잠실동 19-7번지,서울특별시 송파구 올림픽로 107 (잠실동),서울잠실2동우체국,117103123023,10101,0,00107,00000,,504,0.0,250.303,49.66,593.61,494.31,98.08,03000,제1종근린생활시설,0,0,2,1,0,0,0,0,20090202,20220813
10251100190454,11710,10100,0019,0008,2,서울특별시 송파구 잠실동 19-8번지,서울특별시 송파구 올림픽로 111 (잠실동),잠실엘스상가A동,117103123023,10101,0,00111,00000,,1000,0.0,499.53,49.95,3354.3,2453.45,245.34,04000,제2종근린생활시설 외 1,0,0,5,2,0,27,0,0,20080930,20220813
10251100189982,11710,10100,0019,0009,2,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),잠실파인애플상가,117103123023,10101,0,00119,00000,,6315.6,0.0,3157.66,49.99,30645.75,15423.88,244.21,03000,제1종근린생활시설 외 1,489,0,5,3,0,0,5,0,20080930,20250330
10251100184887,11710,10100,0022,0000,2,서울특별시 송파구 잠실동 22번지,서울특별시 송파구 올림픽로 135 (잠실동),리센츠,117103123023,10101,0,00135,00000,242동,0,0.0,575.98,0,12729.29,12729.29,0,02000,아파트,108,0,29,0,0,0,0,2,20080731,20220813
10251100186358,11710,10100,0022,0000,2,서울특별시 송파구 잠실동 22번지,서울특별시 송파구 올림픽로 135 (잠실동),리센츠,117103123023,10101,0,00135,00000,230동,0,0.0,263.81,0,4371.13,4371.13,0,02000,아파트,40,0,22,0,0,0,0,1,20080731,20220813
10251100181430,11710,10100,0022,0000,2,서울특별시 송파구 잠실동 22번지,서울특별시 송파구 올림픽로 135 (잠실동),리센츠,117103123023,10101,0,00135,00000,210동,0,0.0,265.31,0,5903.47,5903.47,0,02000,아파트,54,0,29,0,0,0,0,1,20080731,20220813
10251100185633,11710,10100,0022,0000,2,서울특별시 송파구 잠실동 22번지,서울특별시 송파구 올림픽로 135 (잠실동),리센츠,117103123023,10101,0,00135,00000,252동,0,0.0,528.78,0,10909.06,10909.06,0,02000,아파트,100,0,27,0,0,0,0,2,20080731,20220813
