관리건축물대장PK,시군구코드,법정동코드,번,지,대장구분코드,대지위치,도로명대지위치,건물명,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,대지면적(㎡),공급면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),주용도코드,기타용도,세대수(세대),가구수(가구),지상층수,지하층수,건물_수,호수(호),승용승강기수,비상용승강기수,사용승인일,생성일자
1025121859,11710,10600,0177,0010,2,서울특별시 송파구 삼전동 177-10번지,서울특별시 송파구 백제고분로32길 11-16 (삼전동),,117104169182,10601,0,00011,00016,,227.7,0.0,126.96,55.92,599.46,0,210.88,02000,다세대주택,10,0,4,1,0,0,0,0,19940107,20220813
10251100473146,11710,10600,0177,0011,2,서울특별시 송파구 삼전동 177-11번지,서울특별시 송파구 백제고분로32길 15-13 (삼전동),호스빌,117104169182,10601,0,00015,00013,,228.8,0.0,136.96,59.86,457.14,457.14,199.8,02000,다세대주택,7,0,5,0,0,0,1,0,20151021,20220813
1025115041,11710,10600,0177,0012,2,서울특별시 송파구 삼전동 177-12번지,서울특별시 송파구 백제고분로32길 15-15 (삼전동),,117104169182,10601,0,00015,00015,,228.8,0.0,139.63,61.03,539.87,539.87,235.96,02000,공동주택(다세대주택),11,0,6,0,0,0,0,0,20030116,20220813
1025113580,11710,10600,0177,0013,1,서울특별시 송파구 삼전동 177-13번지,서울특별시 송파구 삼학사로11길 5-10 (삼전동),,117104169218,10601,0,00005,00010,,217.9,0.0,130.32,59.81,509.64,0,176.75,01000,다가구주택(11가구),0,11,3,1,0,0,0,0,19970321,20220813
1025111444,11710,10600,0177,0014,2,서울특별시 송파구 삼전동 177-14번지,서울특별시 송파구 백제고분로32길 15-21 (삼전동),,117104169182,10601,0,00015,00021,,202.5,0.0,123.87,61.17,440.37,440.37,217.47,02000,공동주택(다세대주택),8,0,5,0,0,0,0,0,20030902,20220813
102517726,11710,10600,0178,0000,2,서울특별시 송파구 삼전동 178번지,서울특별시 송파구 백제고분로32길 9 (삼전동),,117104169182,10601,0,00009,00000,,305.4,0.0,182.85,59.87,970.42,912.88,298.91,02000,공동주택외2,5,0,6,0,0,6,1,0,20040107,20220813
1025123620,11710,10600,0178,0001,1,서울특별시 송파구 삼전동 178-1번지,서울특별시 송파구 삼학사로11길 11 (삼전동),,117104169218,10601,0,00011,00000,,198.4,0.0,118.77,58.26,493.98,0,219.61,01000,"근린생활시설, 다가구주택(5가구)",0,5,4,1,0,0,0,0,19960625,20220813
1025121950,11710,10600,0178,0002,1,서울특별시 송파구 삼전동 178-2번지,서울특별시 송파구 삼학사로11길 5-1 (삼전동),,117104169218,10601,0,00005,00001,,240.6,0.0,143.36,59.58,1086.11,0,387.78,03000,"근린생활시설, 주택",0,2,7,1,0,0,0,0,19970809,20220813
10251100528244,11710,10600,0178,0003,2,서울특별시 송파구 삼전동 178-3번지,서울특별시 송파구 삼학사로11길 5-6 (삼전동),,117104169218,10601,0,00005,00006,,163.2,0.0,97.78,59.91,324.69,324.69,198.95,02000,다세대주택,7,0,5,0,0,1,1,0,20190712,20220813
1025118298,11710,10600,0178,0004,2,서울특별시 송파구 삼전동 178-4번지,서울특별시 송파구 백제고분로32길 11-19 (삼전동),,117104169182,10601,0,00011,00019,,165.2,0.0,109.48,66.27,432.59,432.59,261.85,02000,공동주택(다세대주택),7,0,6,0,0,0,0,0,20011207,20220813
1025111393,11710,10600,0178,0005,2,서울특별시 송파구 삼전동 178-5번지,서울특별시 송파구 백제고분로32길 11-17 (삼전동),,117104169182,10601,0,00011,00017,,165.2,0.0,99.02,59.93,378.91,378.91,229.36,02000,공동주택,7,0,5,0,0,0,0,0,20020712,20220813
1025113240,11710,10600,0178,0006,2,서울특별시 송파구 삼전동 178-6번지,서울특별시 송파구 백제고분로32길 11-15 (삼전동),,117104169182,10601,0,00011,00015,,165.4,0.0,115.52,69.84,429.24,429.24,259.52,02000,공동주택,7,0,5,0,0,0,0,0,20020729,20220813
1025110796,11710,10600,0178,0007,2,서울특별시 송파구 삼전동 178-7번지,서울특별시 송파구 백제고분로32길 11-13 (삼전동),,117104169182,10601,0,00011,00013,,165.2,0.0,99.22,60,367.33,367.33,222.35,02000,공동주택(다세대주택),7,0,5,0,0,0,0,0,20040701,20220813
102518839,11710,10600,0178,0008,2,서울특별시 송파구 삼전동 178-8번지,서울특별시 송파구 백제고분로32길 11-9 (삼전동),,117104169182,10601,0,00011,00009,,197.6,0.0,126.83,64.19,465.52,465.52,235.59,02000,공동주택,7,0,5,0,0,0,0,0,20040611,20220813
102513581,11710,10600,0178,0009,2,서울특별시 송파구 삼전동 178-9번지,서울특별시 송파구 백제고분로32길 11-7 (삼전동),,117104169182,10601,0,00011,00007,,195.6,0.0,124.33,63.56,455.58,455.58,232.91,02000,공동주택,7,0,5,0,0,0,0,0,20031120,20220813
1025123946,11710,10600,0178,0010,1,서울특별시 송파구 삼전동 178-10번지,서울특별시 송파구 백제고분로32길 11 (삼전동),,117104169182,10601,0,00011,00000,,0,0.0,0,0,504.58,0,0,04000,근린생활시설,0,0,3,1,0,0,0,0,19861021,20221024
1025123323,11710,10600,0178,0011,2,서울특별시 송파구 삼전동 178-11번지,서울특별시 송파구 삼학사로11길 5 (삼전동),예산빌딩,117104169218,10601,0,00005,00000,,240.6,0.0,139.41,57.94,850.8,713.76,296.66,04000,공동주택외2,5,0,6,1,0,4,1,0,20040730,20220813
10251100491323,11710,10600,0178,0012,1,서울특별시 송파구 삼전동 178-12번지,서울특별시 송파구 삼학사로11길 13 (삼전동),하늘빌딩,117104169218,10601,0,00013,00000,,200.3,0.0,118,58.91,397.37,397.37,198.39,04000,제2종근린생활시설(사무소),0,0,4,0,0,0,0,0,20161004,20220813
1025125113,11710,10600,0178,0013,1,서울특별시 송파구 삼전동 178-13번지,서울특별시 송파구 삼학사로11길 9 (삼전동),,117104169218,10601,0,00009,00000,,197.6,0.0,118.44,59.94,494.64,431.5,218.37,01000,"다가구주택(5가구), 근린생활시설",0,5,4,1,0,0,0,0,19980410,20220813
102516450,11710,10600,0178,0014,2,서울특별시 송파구 삼전동 178-14번지,서울특별시 송파구 삼학사로11길 7 (삼전동),,117104169218,10601,0,00007,00000,,198.4,0.0,118.96,59.96,590.9,535.46,269.89,02000,다세대주택외1,6,0,5,0,0,3,0,0,20051007,20220813
1025116955,11710,10600,0178,0015,2,서울특별시 송파구 삼전동 178-15번지,서울특별시 송파구 백제고분로32길 11-3 (삼전동),,117104169182,10601,0,00011,00003,,165.9,0.0,108.32,65.29,403.38,403.38,243.15,02000,공동주택(다세대주택),7,0,6,0,0,0,0,0,20021126,20220813
1025123838,11710,10600,0178,0016,2,서울특별시 송파구 삼전동 178-16번지,서울특별시 송파구 백제고분로32길 11-11 (삼전동),,117104169182,10601,0,00011,00011,,197.7,0.0,140.17,70.9,501.01,501.01,253.42,02000,공동주택,7,0,5,0,0,0,0,0,20040623,20220813
1025122873,11710,10600,0179,0000,1,서울특별시 송파구 삼전동 179번지,서울특별시 송파구 백제고분로32길 5 (삼전동),,117104169182,10601,0,00005,00000,,0,0.0,0,0,629.8,0,0,03000,"근린생활시설, 주택",0,1,4,1,0,0,0,0,19870910,20220813
1025112099,11710,10600,0179,0001,2,서울특별시 송파구 삼전동 179-1번지,서울특별시 송파구 백제고분로32길 3-8 (삼전동),,117104169182,10601,0,00003,00008,,224.4,0.0,134.38,59.88,536.79,483.51,215.46,02000,공동주택,11,0,4,0,0,0,0,0,20011213,20220813
102517724,11710,10600,0179,0002,2,서울특별시 송파구 삼전동 179-2번지,서울특별시 송파구 백제고분로32길 3-18 (삼전동),,117104169182,10601,0,00003,00018,,168,0.0,100.43,59.78,417.71,417.71,248.64,02000,공동주택,7,0,5,0,0,0,0,0,20021122,20220813
1025115936,11710,10600,0179,0003,1,서울특별시 송파구 삼전동 179-3번지,서울특별시 송파구 삼학사로11길 6 (삼전동),,117104169218,10601,0,00006,00000,,299.6,0.0,0,0,341.98,0,0,03000,"근린생활시설,",0,1,2,1,0,0,0,0,19840709,20220813
102516179,11710,10600,0179,0004,2,서울특별시 송파구 삼전동 179-4번지,서울특별시 송파구 삼학사로11길 12 (삼전동),,117104169218,10601,0,00012,00000,,200.4,0.0,119.7,59.73,467.46,467.46,233.26,02000,공동주택,11,0,5,0,0,0,0,0,20020502,20220813
1025110893,11710,10600,0179,0005,1,서울특별시 송파구 삼전동 179-5번지,서울특별시 송파구 백제고분로32길 7 (삼전동),,117104169182,10601,0,00007,00000,,249.7,0.0,118.58,47.48,645.86,0,209.06,04000,"근린생활시설, 주택",0,1,5,1,0,0,0,0,19911213,20220813
102519689,11710,10600,0179,0006,2,서울특별시 송파구 삼전동 179-6번지,서울특별시 송파구 백제고분로32길 3-10 (삼전동),,117104169182,10601,0,00003,00010,,224.4,0.0,134.56,59.96,581.74,581.74,259.24,02000,공동주택(다세대주택),12,0,5,0,0,0,0,0,20011029,20220813
102517763,11710,10600,0179,0007,2,서울특별시 송파구 삼전동 179-7번지,서울특별시 송파구 백제고분로32길 3-12 (삼전동),,117104169182,10601,0,00003,00012,,224.4,0.0,134.29,59.84,472.25,472.25,210.45,02000,공동주택,11,0,4,0,0,0,0,0,20010825,20220813
1025112835,11710,10600,0179,0008,2,서울특별시 송파구 삼전동 179-8번지,서울특별시 송파구 백제고분로32길 3-14 (삼전동),,117104169182,10601,0,00003,00014,,224,0.0,133.99,59.82,536.06,536.06,239.31,02000,공동주택,12,0,5,0,0,0,0,0,20020913,20220813
1025122814,11710,10600,0179,0009,1,서울특별시 송파구 삼전동 179-9번지,서울특별시 송파구 삼학사로11길 10 (삼전동),갑,117104169218,10601,0,00010,00000,,200.5,0.0,116.02,57.87,494.27,404.69,201.84,01000,"다가구주택(2가구), 근린생활시설",0,2,4,1,0,0,0,0,19981231,20220813
10251100532342,11710,10600,0179,0010,2,서울특별시 송파구 삼전동 179-10번지,서울특별시 송파구 삼학사로11길 8-1 (삼전동),,117104169218,10601,0,00008,00001,,200.5,0.0,120,59.85,399.92,399.92,199.46,02000,다세대주택,11,0,5,0,0,1,1,0,20200217,20220813
10251100503721,11710,10600,0179,0011,2,서울특별시 송파구 삼전동 179-11번지,서울특별시 송파구 삼학사로11길 8 (삼전동),,117104169218,10601,0,00008,00000,,200.1,0.0,120,59.97,399.47,399.47,199.64,02000,"다세대주택, 근린생활시설",11,0,5,0,0,1,0,0,20170703,20220813
1025111761,11710,10600,0179,0012,2,서울특별시 송파구 삼전동 179-12번지,서울특별시 송파구 삼학사로11길 6-5 (삼전동),,117104169218,10601,0,00006,00005,,168.3,0.0,106.2,63.1,408.67,408.67,242.82,02000,공동주택(다세대주택),7,0,6,0,0,0,1,0,20070829,20220813
1025117318,11710,10600,0179,0013,2,서울특별시 송파구 삼전동 179-13번지,서울특별시 송파구 삼학사로11길 14 (삼전동),삼성빌라,117104169218,10601,0,00014,00000,,176.5,0.0,105.44,59.74,361.43,315.99,179.03,02000,공동주택(다세대주택) 외1,3,0,4,0,0,1,0,0,20061019,20220813
10251100496763,11710,10600,0179,0014,2,서울특별시 송파구 삼전동 179-14번지,서울특별시 송파구 백제고분로32길 3-6 (삼전동),,117104169182,10601,0,00003,00006,,166.8,0.0,96.56,57.89,299.56,299.56,179.59,02000,다세대주택,8,0,5,0,0,0,0,0,20170124,20230728
1025120925,11710,10600,0180,0000,1,서울특별시 송파구 삼전동 180번지,서울특별시 송파구 백제고분로 262 (삼전동),,117103123006,10604,0,00262,00000,,0,0.0,0,0,1332.9,0,0,04000,"근린생활시설,",0,0,3,1,0,0,0,0,19831215,20220813
102518946,11710,10600,0180,0001,1,서울특별시 송파구 삼전동 180-1번지,서울특별시 송파구 백제고분로 264 (삼전동),,117103123006,10604,0,00264,00000,,419.5,0.0,227.04,54.12,1458.21,1207.51,287.85,04000,제2종근린생활시설외1,0,0,7,1,0,0,1,0,20050419,20220813
10251100520111,11710,10600,0180,0002,1,서울특별시 송파구 삼전동 180-2번지,서울특별시 송파구 백제고분로 266 (삼전동),넥스파,117103123006,10604,0,00266,00000,,794.5,0.0,371.16,46.72,4129.67,1947.36,245.11,14000,업무시설,0,0,8,4,0,0,0,0,20180727,20220813
1025116398,11710,10600,0180,0003,1,서울특별시 송파구 삼전동 180-3번지,서울특별시 송파구 백제고분로 268 (삼전동),호텔인피니,117103123006,10604,0,00268,00000,,402.5,0.0,220.55,54.8,1463.34,1168.89,290.41,15000,숙박시설,0,0,8,1,0,0,1,0,20041129,20220813
1025122637,11710,10600,0180,0004,1,서울특별시 송파구 삼전동 180-4번지,서울특별시 송파구 백제고분로 270 (삼전동),,117103123006,10604,0,00270,00000,,0,0.0,0,0,948.89,0,0,14000,근린생활시설외1,0,0,4,1,0,0,0,0,19880618,20220813
1025123695,11710,10600,0180,0006,1,서울특별시 송파구 삼전동 180-6번지,서울특별시 송파구 백제고분로 272 (삼전동),,117103123006,10604,0,00272,00000,,598.5,0.0,297.43,49.7,564.1,564.1,94.25,04000,제2종근린생활시설,0,0,2,0,0,0,0,0,20040315,20251121
1025124102,11710,10600,0180,0008,1,서울특별시 송파구 삼전동 180-8번지,서울특별시 송파구 삼학사로 53 (삼전동),HOME DAY,117103123008,10603,0,00053,00000,,714.5,0.0,356.12,49.84,3042.08,2073.44,290.19,09000,"의료시설, 근린생활시설",0,1,7,2,0,0,1,0,19920513,20230724
102517925,11710,10600,0180,0012,2,서울특별시 송파구 삼전동 180-12번지,서울특별시 송파구 삼학사로11길 6-6 (삼전동),,117104169218,10601,0,00006,00006,,0,0.0,0,0,315.9,0,0,02000,다세대주택,6,0,2,1,0,0,0,0,19880629,20220813
10251100478121,11710,10600,0180,0016,1,서울특별시 송파구 삼전동 180-16번지,서울특별시 송파구 삼학사로 47 (삼전동),더블유에스아이 빌딩,117103123008,10603,0,00047,00000,,817.7,0.0,302.91,37.04,2722.83,2030.23,248.29,07000,판매시설 및 근린생활시설,0,0,8,1,0,0,1,0,20160307,20230704
1025118874,11710,10600,0180,0019,2,서울특별시 송파구 삼전동 180-19번지,서울특별시 송파구 백제고분로32길 3-19 (삼전동),,117104169182,10601,0,00003,00019,,0,0.0,0,0,308.64,0,0,02000,다세대주택,6,0,2,1,0,0,0,0,19880719,20220813
1025110648,11710,10600,0180,0021,2,서울특별시 송파구 삼전동 180-21번지,서울특별시 송파구 백제고분로32길 3-7 (삼전동),두올파크101동,117104169182,10601,0,00003,00007,두올파크101동,239,0.0,143.3,59.96,540.3,540.3,226.07,02000,공동주택,7,0,5,0,0,0,0,0,20031215,20220813
102519336,11710,10600,0180,0022,1,서울특별시 송파구 삼전동 180-22번지,서울특별시 송파구 백제고분로32길 3 (삼전동),,117104169182,10601,0,00003,00000,,260.1,0.0,125.55,48.26,582.16,0,175.55,04000,근린생활시설,0,0,4,1,0,0,0,0,19870723,20240115
102514751,11710,10600,0180,0023,2,서울특별시 송파구 삼전동 180-23번지,서울특별시 송파구 백제고분로32길 3-15 (삼전동),,117104169182,10601,0,00003,00015,,218.2,0.0,130.86,59.97,492.26,492.26,225.6,02000,공동주택,10,0,5,0,0,0,0,0,20040327,20220813
10251100225413,11710,10600,0180,0024,2,서울특별시 송파구 삼전동 180-24번지,서울특별시 송파구 백제고분로32길 3-17 (삼전동),굿피플,117104169182,10601,0,00003,00017,,218.2,0.0,108.48,49.72,425.49,425.49,195,02000,공동주택(다세대주택),7,0,5,0,0,0,0,0,20090421,20220813
102518576,11710,10600,0180,0025,1,서울특별시 송파구 삼전동 180-25번지,서울특별시 송파구 백제고분로32길 3-5 (삼전동),,117104169182,10601,0,00003,00005,,185,0.0,0,0,249.54,0,0,01000,단독주택,0,1,2,1,0,0,0,0,19851005,20220813
1025110966,11710,10600,0180,0027,2,서울특별시 송파구 삼전동 180-27번지,서울특별시 송파구 백제고분로32길 3-9 (삼전동),,117104169182,10601,0,00003,00009,,239,0.0,143.3,59.96,538.7,538.7,225.4,02000,공동주택,7,0,5,0,0,0,0,0,20040805,20220813
1025110829,11710,10600,0180,0028,1,서울특별시 송파구 삼전동 180-28번지,서울특별시 송파구 삼학사로 51 (삼전동),,117103123008,10603,0,00051,00000,,329,0.0,138,41.94,672.06,0,147.08,04000,근린생활시설,0,0,4,1,0,0,0,0,19930724,20220813
1025120272,11710,10600,0180,0029,2,서울특별시 송파구 삼전동 180-29번지,서울특별시 송파구 삼학사로11길 6-8 (삼전동),,117104169218,10601,0,00006,00008,,0,0.0,0,0,249.96,0,0,02000,다세대주택,6,0,2,1,0,0,0,0,19880716,20220813
102514752,11710,10600,0181,0000,1,서울특별시 송파구 삼전동 181번지,서울특별시 송파구 삼학사로11길 3 (삼전동),,117104169218,10601,0,00003,00000,,430,0.0,256.11,59.56,1581.79,1257.48,292.44,04000,제2종근린생활시설외1,0,11,6,1,0,0,1,0,20030520,20240306
1025112360,11710,10600,0181,0001,1,서울특별시 송파구 삼전동 181-1번지,서울특별시 송파구 삼학사로 45 (삼전동),,117103123008,10603,0,00045,00000,,0,0.0,0,0,985.3,0,0,04000,"근린생활시설,",0,1,4,1,0,0,0,0,19830913,20220813
102516993,11710,10600,0181,0002,1,서울특별시 송파구 삼전동 181-2번지,서울특별시 송파구 삼학사로 41 (삼전동),,117103123008,10603,0,00041,00000,,0,0.0,0,0,468.86,0,0,04000,"근린생활시설,",0,0,4,1,0,0,0,0,19920725,20220813
102518819,11710,10600,0181,0003,2,서울특별시 송파구 삼전동 181-3번지,서울특별시 송파구 삼학사로11길 5-5 (삼전동),은성파크빌,117104169218,10601,0,00005,00005,,191.4,0.0,114.11,59.62,576.19,486.07,253.96,02000,공동주택(다세대주택),7,0,5,0,0,0,0,0,20030313,20220813
10251100535982,11710,10600,0181,0004,2,서울특별시 송파구 삼전동 181-4번지,서울특별시 송파구 삼학사로 39 (삼전동),집앤사 하우립,117103123008,10603,0,00039,00000,,571.4,0.0,257.94,45.14,1852.16,1420.23,248.55,14000,"업무시설, 다세대주택, 근린생활시설",14,0,8,1,0,38,1,0,20200730,20220813
1025114046,11710,10600,0181,0005,1,서울특별시 송파구 삼전동 181-5번지,서울특별시 송파구 삼학사로11길 5-15 (삼전동),,117104169218,10601,0,00005,00015,,196.1,0.0,117.34,59.83,417.56,0,156.45,01000,다가구주택(8가구),0,8,3,1,0,0,0,0,19971108,20220813
1000000000000002564164,11710,10600,0181,0006,1,서울특별시 송파구 삼전동 181-6번지,서울특별시 송파구 삼학사로 35 (삼전동),디아이빌딩,117103123008,10603,0,00035,00000,,1077.14,0.0,519.94,48.27,4229.74,2679.75,248.78,14000,"업무시설, 근린생활시설",0,0,7,2,0,0,2,0,20231101,20240430
1025110849,11710,10600,0181,0008,1,서울특별시 송파구 삼전동 181-8번지,서울특별시 송파구 삼학사로 43 (삼전동),,117103123008,10603,0,00043,00000,,330.6,0.0,156.64,47.38,783.2,594,179.67,04000,"제1,2종근린생활시설",0,0,4,1,0,0,0,0,19830704,20220813
10251100534662,11710,10600,0181,0009,2,서울특별시 송파구 삼전동 181-9번지,서울특별시 송파구 삼학사로11길 5-7 (삼전동),,117104169218,10601,0,00005,00007,,174.5,0.0,87.1,49.91,251.01,251.01,143.85,02000,다세대주택,9,0,4,0,0,0,0,0,20200602,20220813
102514831,11710,10600,0181,0010,1,서울특별시 송파구 삼전동 181-10번지,서울특별시 송파구 삼학사로11길 5-17 (삼전동),,117104169218,10601,0,00005,00017,,0,0.0,0,0,239.4,0,0,01000,단독주택,0,1,2,1,0,0,0,0,19831004,20220813
10251100455206,11710,10600,0181,0011,2,서울특별시 송파구 삼전동 181-11번지,서울특별시 송파구 삼학사로11길 5-11 (삼전동),서정 팰리스,117104169218,10601,0,00005,00011,서정 팰리스,349.2,0.0,173.86,49.79,649.28,649.28,185.93,02000,다세대주택,12,0,5,0,0,0,0,0,20131018,20220813
1025116667,11710,10600,0182,0000,2,서울특별시 송파구 삼전동 182번지,서울특별시 송파구 삼학사로9길 3 (삼전동),,117104169231,10601,0,00003,00000,,211.8,0.0,126.98,59.95,489.69,489.69,231.2,02000,공동주택,7,0,5,0,0,0,0,0,20040309,20220813
102513754,11710,10600,0182,0002,1,서울특별시 송파구 삼전동 182-2번지,서울특별시 송파구 삼학사로 27 (삼전동),,117103123008,10603,0,00027,00000,,222.9,0.0,111.1,49.84,552.54,0,191.17,01000,"근린생활시설,",0,1,4,1,0,0,0,0,19910305,20220813
102518790,11710,10600,0182,0003,2,서울특별시 송파구 삼전동 182-3번지,서울특별시 송파구 삼학사로9길 3-15 (삼전동),,117104169231,10601,0,00003,00015,,0,0.0,0,0,324.64,0,0,02000,공동주택,6,0,2,1,0,0,0,0,19910404,20220813
1025122591,11710,10600,0182,0004,1,서울특별시 송파구 삼전동 182-4번지,서울특별시 송파구 삼학사로 25-1 (삼전동),,117103123008,10603,0,00025,00001,,382.1,0.0,190.32,49.81,952.56,651.69,170.56,03000,제2종근린생활시설 외1,0,0,4,1,0,0,0,0,19920303,20220813
1000000000000003823055,11710,10600,0182,0007,2,서울특별시 송파구 삼전동 182-7번지,서울특별시 송파구 삼학사로 25 (삼전동),MPORARY Samjun182,117103123008,10603,0,00025,00000,,509.4,0.0,181.73,35.6753,2138.03,1244.28,244.2638,14000,"업무시설(오피스텔-16호),근린생활시설(3호)",0,0,15,3,0,19,1,0,20240605,20240607
10251100527162,11710,10600,0182,0008,2,서울특별시 송파구 삼전동 182-8번지,서울특별시 송파구 삼학사로 23 (삼전동),한영해시안 오피스텔,117103123008,10603,0,00023,00000,,408.7,0.0,201.84,49.39,1505.92,1169.41,286.13,14000,오피스텔 및 근린생활시설,0,0,9,1,0,41,1,0,20190515,20220813
1025118448,11710,10600,0182,0010,2,서울특별시 송파구 삼전동 182-10번지,서울특별시 송파구 삼학사로9길 3-5 (삼전동),청해주택,117104169231,10601,0,00003,00005,,181.9,0.0,109.1,59.98,495.61,444.86,244.56,02000,공동주택외 1,8,0,5,0,0,0,0,0,20040921,20220813
1025111451,11710,10600,0182,0011,2,서울특별시 송파구 삼전동 182-11번지,서울특별시 송파구 삼학사로9길 3-9 (삼전동),,117104169231,10601,0,00003,00009,,181.9,0.0,90.88,49.96,309.01,309.01,169.88,02000,공동주택(다세대주택),6,0,5,0,0,0,0,0,20070727,20220813
1025122670,11710,10600,0182,0012,2,서울특별시 송파구 삼전동 182-12번지,서울특별시 송파구 삼학사로9길 3-13 (삼전동),,117104169231,10601,0,00003,00013,,181.9,0.0,95.96,52.75,388.43,388.43,213.54,02000,공동주택(다세대주택),7,0,5,0,0,0,0,0,20060601,20220813
1025116654,11710,10600,0182,0013,1,서울특별시 송파구 삼전동 182-13번지,서울특별시 송파구 삼학사로 33 (삼전동),,117103123008,10603,0,00033,00000,,536.8,0.0,319.2,59.46,1856.09,0,271.58,04000,근린생활시설,0,0,5,1,0,0,1,0,19950411,20220813
1025116958,11710,10600,0182,0014,1,서울특별시 송파구 삼전동 182-14번지,서울특별시 송파구 삼학사로 31 (삼전동),카페스빌딩,117103123008,10603,0,00031,00000,,561.2,0.0,276.89,49.34,2359.05,1552.11,276.57,14000,업무시설,0,0,6,2,0,0,1,0,19950404,20251127
1025116946,11710,10600,0182,0015,1,서울특별시 송파구 삼전동 182-15번지,서울특별시 송파구 삼학사로 29 (삼전동),성광중앙교회,117103123008,10603,0,00029,00000,,561.1,0.0,279,49.72,999,853.5,152.11,06000,종교시설(교회),0,0,4,1,0,0,1,0,20060901,20220813
1025122631,11710,10700,0001,0000,2,서울특별시 송파구 가락동 1번지,서울특별시 송파구 양재대로68길 3 (가락동),,117104169371,10701,0,00003,00000,,0,0.0,0,0,716.88,0,0,02000,연립주택,6,0,3,1,0,0,0,0,19890202,20220813
102515684,11710,10700,0001,0001,2,서울특별시 송파구 가락동 1-1번지,서울특별시 송파구 양재대로68길 3-3 (가락동),,117104169371,10701,0,00003,00003,,0,0.0,0,0,514.06,0,0,02000,연립주택,6,0,3,1,0,0,0,0,19900804,20220813
102514489,11710,10700,0001,0002,2,서울특별시 송파구 가락동 1-2번지,서울특별시 송파구 양재대로68길 3-7 (가락동),,117104169371,10701,0,00003,00007,,338.4,0.0,131.92,45.65,659.6,0,155.93,02000,다세대주택,10,0,4,1,0,0,0,0,19911018,20220813
1025122523,11710,10700,0001,0003,2,서울특별시 송파구 가락동 1-3번지,서울특별시 송파구 양재대로68길 3-11 (가락동),,117104169371,10701,0,00003,00011,,338.4,0.0,131.76,40.5,658.8,0,155.74,02000,다세대주택(10세대),10,0,4,1,0,0,0,0,19920508,20220813
1025116151,11710,10700,0001,0004,2,서울특별시 송파구 가락동 1-4번지,서울특별시 송파구 양재대로68길 3-13 (가락동),,117104169371,10701,0,00003,00013,,0,0.0,0,0,658.8,0,0,02000,다세대주택(10세대),10,0,4,1,0,0,0,0,19920625,20220813
102514944,11710,10700,0001,0005,2,서울특별시 송파구 가락동 1-5번지,서울특별시 송파구 양재대로68길 3-17 (가락동),,117104169371,10701,0,00003,00017,,342.6,0.0,133.9,39.08,637.14,0,148.16,02000,다세대주택(10세대),10,0,4,1,0,0,0,0,19940625,20220813
102517039,11710,10700,0001,0006,2,서울특별시 송파구 가락동 1-6번지,서울특별시 송파구 양재대로68길 3-19 (가락동),,117104169371,10701,0,00003,00019,,338.5,0.0,157.51,46.53,659.97,0,160.68,02000,다세대주택(9세대),9,0,4,1,0,0,0,0,19920408,20220813
102517606,11710,10700,0001,0007,2,서울특별시 송파구 가락동 1-7번지,서울특별시 송파구 양재대로68길 3-21 (가락동),그린아파트,117104169371,10701,0,00003,00021,,676.9,0.0,223.56,33.02,2113.21,0,249.05,02000,근린생활시설및아파트,18,0,10,1,0,2,1,0,19960314,20220813
10251100472162,11710,10700,0001,0009,2,서울특별시 송파구 가락동 1-9번지,서울특별시 송파구 양재대로68길 3-25 (가락동),도담하우스,117104169371,10701,0,00003,00025,,338.3,0.0,168.87,49.92,837.85,837.85,247.66,02000,단지형다세대주택,10,0,7,0,0,2,1,0,20150901,20220813
1025116456,11710,10700,0001,0010,2,서울특별시 송파구 가락동 1-10번지,서울특별시 송파구 오금로36길 4-30 (가락동),가락동현대빌라트,117104169394,10701,0,00004,00030,,1021.3,0.0,360.8,35.33,4691.26,0,381.17,02000,공동주택(아파트),19,0,12,1,0,0,1,0,19960822,20220813
102513533,11710,10700,0002,0000,1,서울특별시 송파구 가락동 2번지,서울특별시 송파구 오금로 290 (가락동),서울병원,117103123014,10703,0,00290,00000,,678.7,0.0,384.68,56.68,3549.69,2715.07,400.03978,09000,"의료시설, 제1종근린생활시설",0,0,8,2,0,0,0,0,19980115,20220813
1025119606,11710,10700,0002,0002,1,서울특별시 송파구 가락동 2-2번지,서울특별시 송파구 오금로 294 (가락동),,117103123014,10703,0,00294,00000,,1008.4,0.0,503.97,49.98,2255.98,1560.03,154.7,09000,근린생활시설 외1,0,0,4,1,0,0,0,0,19870727,20220813
1025110058,11710,10700,0002,0005,1,서울특별시 송파구 가락동 2-5번지,서울특별시 송파구 오금로 296 (가락동),염창환병원,117103123014,10703,0,00296,00000,,1013.1,0.0,493.83,48.74,3443.14,2062.22,203.56,09000,의료시설(병원),0,0,5,2,0,0,2,0,19941031,20220813
1025121646,11710,10700,0002,0009,1,서울특별시 송파구 가락동 2-9번지,서울특별시 송파구 오금로 300 (가락동),,117103123014,10703,0,00300,00000,,0,0.0,0,0,2241.6,0,0,03000,근린생활시설,0,0,5,1,0,0,0,0,19900504,20251127
1025116258,11710,10700,0003,0000,1,서울특별시 송파구 가락동 3번지,서울특별시 송파구 오금로36길 4-11 (가락동),,117104169394,10701,0,00004,00011,,229,0.0,114.3,49.92,631.15,457.75,199.89,04000,제2종근린생활시설,0,0,5,1,0,0,0,0,19890508,20220813
