관리건축물대장PK,관리상위건축물대장PK,대장구분코드,시군구코드,법정동코드,번,지,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,생성일자
10251100218406,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20251119
10251100224294,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100217958,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250822
10251100220784,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100222107,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250317
10251100224296,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100222458,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20230921
10251100223485,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250827
10251100217353,,1,11710,10200,0017,0000,117104169538,10201,0,00121,00000,20220813
10251100217359,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20241126
10251100217734,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250411
10251100218170,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250123
10251100218315,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20240913
10251100218535,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20251119
10251100218753,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250509
10251100218826,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250516
10251100218913,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20240819
10251100219203,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250825
10251100219343,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250818
10251100219527,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250410
10251100219817,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250409
10251100220333,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250304
10251100220719,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250724
10251100220906,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250822
10251100221136,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100221346,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20251119
10251100221750,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250908
10251100222813,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250404
10251100223103,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250806
10251100223299,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20241129
10251100223550,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20251013
10251100223816,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250305
10251100223881,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250806
10251100224026,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250704
10251100224289,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100224290,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100224293,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100224295,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100224301,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100224305,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100224307,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100224308,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
10251100217492,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250108
10251100218680,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20230310
10251100219442,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250529
10251100221201,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20240802
10251100221605,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250613
10251100219058,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20241127
10251100224091,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20250114
10251100224304,10251100217358,2,11710,10200,0017,0000,117103123023,10202,0,00435,00000,20220813
102511757,10251292,1,11710,10200,0017,0001,117104169430,10201,0,00071,00000,20220813
10251100227979,10251292,1,11710,10200,0017,0001,117104169430,10201,0,00071,00000,20220813
102511758,10251292,1,11710,10200,0017,0001,117104169430,10201,0,00071,00000,20220813
102511760,10251292,1,11710,10200,0017,0001,117104169430,10201,0,00071,00000,20220813
102511759,10251292,1,11710,10200,0017,0001,117104169430,10201,0,00071,00000,20220813
10251100187976,,1,11710,10200,0017,0002,117104169538,10201,0,00109,00000,20220813
10251100187594,,2,11710,10200,0017,0004,117104169538,10201,0,00130,00000,20250314
10251100187977,,1,11710,10200,0020,0002,117104169554,10201,0,00020,00000,20220813
10251100217355,10251100217354,1,11710,10200,0020,0005,117104169554,10201,0,00016,00000,20240809
10251100217356,10251100217354,1,11710,10200,0020,0005,117104169554,10201,0,00014,00000,20220813
10251100225793,,2,11710,10200,0020,0006,117104169554,10201,0,00010,00000,20250619
10251100475562,,1,11710,10200,0020,0007,117103123023,10202,0,00417,00000,20250728
10251100225173,,1,11710,10200,0020,0052,117103123023,10202,0,00419,00000,20240513
102518614,,1,11710,10200,0021,0000,117104169539,10201,0,00020,00000,20220813
10251100517301,,1,11710,10200,0028,0000,117103123015,10202,1,00156,00000,20240116
10251100497330,10251100497084,2,11710,10200,0029,0000,117103123023,10202,0,00300,00000,20220813
10251100497321,10251100497084,2,11710,10200,0029,0000,117103123023,10202,0,00300,00000,20241213
10251100497085,10251100497084,2,11710,10200,0029,0000,117103123023,10202,0,00300,00000,20250721
10251100497324,10251100497084,2,11710,10200,0029,0000,117103123023,10202,0,00300,00000,20250421
10251100497327,10251100497084,2,11710,10200,0029,0000,117103123023,10202,0,00300,00000,20250710
10251100555722,,1,11710,10200,0029,0001,117103123015,10202,0,00209,00000,20250520
1000000000000004721625,1000000000000004722087,1,11710,10200,0032,0000,117104857713,10202,0,00166,00000,20241219
10251100464883,1000000000000004722087,1,11710,10200,0032,0000,117104857713,10202,0,00206,00000,20241128
1025120139,,1,11710,10200,0096,0007,000000000000,00000,0,00000,00000,20220813
102517806,,1,11710,10300,0047,0013,000000000000,00000,0,00000,00000,20220813
1025110812,,1,11710,10300,0047,0021,000000000000,00000,0,00000,00000,20220813
1025116740,,1,11710,10300,0047,0031,000000000000,00000,0,00000,00000,20220813
1025121438,,1,11710,10300,0047,0034,000000000000,00000,0,00000,00000,20220813
102519312,,1,11710,10300,0072,0004,000000000000,00000,0,00000,00000,20220813
102514401,,1,11710,10300,0077,0001,000000000000,00000,0,00000,00000,20220813
1025112460,,1,11710,10300,0077,0003,000000000000,00000,0,00000,00000,20220813
1025123618,,1,11710,10300,0077,0007,000000000000,00000,0,00000,00000,20220813
1025118543,,1,11710,10300,0078,0002,117104169529,10301,0,00044,00000,20250417
102517648,,1,11710,10300,0078,0009,117104169145,10301,0,00014,00003,20250604
10251100239072,,2,11710,10300,0078,0010,117104169145,10301,0,00012,00005,20220813
10251100245526,,2,11710,10300,0078,0011,117104169145,10301,0,00012,00007,20220813
1025124018,,1,11710,10300,0078,0012,117104169529,10301,0,00036,00000,20220813
102517718,,1,11710,10300,0078,0014,000000000000,00000,0,00000,00000,20220813
1025125120,,1,11710,10300,0078,0019,117104169147,10301,0,00009,00000,20250604
1025120262,,1,11710,10300,0078,0023,117104169145,10301,0,00012,00006,20220813
1025123699,,1,11710,10300,0078,0024,117104169145,10301,0,00012,00008,20220813
1025112508,,1,11710,10300,0078,0026,117104169147,10301,0,00013,00000,20221129
1025110476,,1,11710,10300,0078,0031,000000000000,00000,0,00000,00000,20220813
1025115461,,1,11710,10300,0078,0037,000000000000,00000,0,00000,00000,20220813
1025117365,,1,11710,10300,0078,0040,117104169147,10301,0,00011,00001,20250604
1025120000,,1,11710,10300,0078,0041,117104169145,10301,0,00010,00007,20220813
1025110400,,1,11710,10300,0078,0042,117104169145,10301,0,00010,00005,20220813
1025123686,,1,11710,10300,0078,0045,117104169147,10301,0,00011,00000,20250604
102515468,,1,11710,10300,0078,0046,117104169147,10301,0,00007,00001,20250604
102513606,,1,11710,10300,0078,0047,117104169147,10301,0,00007,00000,20250604
1025119148,,1,11710,10300,0078,0048,117104169147,10301,0,00005,00001,20220813
102513515,,1,11710,10300,0078,0049,117104169147,10301,0,00005,00000,20220813
1025123523,,1,11710,10300,0078,0050,117104169147,10301,0,00003,00001,20230809
102518668,,1,11710,10300,0078,0051,117104169147,10301,0,00003,00000,20220813
1025113999,,1,11710,10300,0078,0053,117104169147,10301,0,00001,00000,20220813
1025124898,,1,11710,10300,0078,0054,117104169147,10301,0,00010,00000,20220813
102513988,,1,11710,10300,0078,0055,117104169147,10301,0,00008,00000,20220813
1025113939,,1,11710,10300,0078,0056,117104169147,10301,0,00006,00000,20220813
1025117706,,1,11710,10300,0078,0057,117104169147,10301,0,00004,00001,20220813
1025118564,,1,11710,10300,0078,0058,117104169147,10301,0,00004,00000,20220813
1025120439,,1,11710,10300,0078,0059,117104169147,10301,0,00002,00000,20220813
102519412,,1,11710,10300,0078,0065,117104169163,10301,0,00037,00000,20220813
1025118326,,1,11710,10300,0078,0082,117104169163,10301,0,00039,00000,20220813
1025113153,,2,11710,10300,0078,0083,117104169163,10301,0,00041,00000,20220813
1025122062,,1,11710,10300,0079,0003,117104169163,10301,0,00037,00001,20220813
1025124244,,1,11710,10300,0080,0004,000000000000,00000,0,00000,00000,20220813
1025110554,,1,11710,10300,0080,0006,117104169145,10301,0,00011,00004,20220813
102516676,,1,11710,10300,0080,0007,117104169145,10301,0,00013,00000,20220813
1025118818,,2,11710,10300,0080,0008,117104169145,10301,0,00011,00000,20220813
1025117958,,1,11710,10300,0080,0009,117104169145,10301,0,00011,00005,20250604
1025111979,,1,11710,10300,0080,0010,117104169143,10301,0,00014,00000,20250604
1025114863,,1,11710,10300,0080,0017,117104169143,10301,0,00016,00000,20220813
1025116283,,1,11710,10300,0080,0018,117104169145,10301,0,00013,00005,20220813
1025117486,,1,11710,10300,0080,0020,117104169145,10301,0,00013,00001,20250604
10251100231860,,2,11710,10300,0080,0024,117104169145,10301,0,00012,00002,20220813
1025113853,,1,11710,10300,0080,0027,117104169145,10301,0,00014,00000,20220813
1025113155,,1,11710,10300,0080,0028,117104169143,10301,0,00018,00000,20220813
102516890,,1,11710,10300,0080,0030,117104169145,10301,0,00013,00006,20220813
10251100454163,,2,11710,10300,0080,0031,117104169529,10301,0,00026,00000,20231019
1025114620,,1,11710,10300,0080,0033,117104169145,10301,0,00013,00004,20220813
1025123286,,1,11710,10300,0080,0034,117104169145,10301,0,00015,00000,20250604
1025117876,,1,11710,10300,0080,0035,117104169529,10301,0,00028,00001,20250604
1000000000000002665421,,1,11710,10300,0080,0036,117104169529,10301,0,00030,00000,20250604
1025123589,,2,11710,10300,0080,0037,117104169145,10301,0,00016,00000,20220813
102515207,,1,11710,10300,0080,0038,117104169143,10301,0,00020,00000,20250604
1025116168,,1,11710,10300,0081,0001,117104169143,10301,0,00010,00001,20220813
1025115308,,2,11710,10300,0081,0002,117104169145,10301,0,00009,00000,20220813
102516115,,1,11710,10300,0081,0004,117104169143,10301,0,00012,00000,20250604
1025117370,,1,11710,10300,0081,0005,117104169143,10301,0,00010,00003,20250604
102519304,,1,11710,10300,0081,0006,117104169143,10301,0,00010,00005,20220813
102515619,,1,11710,10300,0081,0007,117104169143,10301,0,00010,00000,20250604
1025125229,,1,11710,10300,0081,0009,117104169143,10301,0,00010,00004,20250604
1025111220,,1,11710,10300,0081,0010,117104169143,10301,0,00010,00006,20220813
1025116075,,1,11710,10300,0081,0013,117104169145,10301,0,00005,00003,20220813
1025111695,,1,11710,10300,0081,0014,117104169143,10301,0,00006,00001,20250604
1025119090,,1,11710,10300,0081,0016,117104169143,10301,0,00006,00003,20250604
1025120670,,1,11710,10300,0081,0017,117104169143,10301,0,00006,00005,20250604
1025123730,,1,11710,10300,0081,0018,117104169143,10301,0,00006,00000,20220813
102519859,,1,11710,10300,0081,0019,117104169143,10301,0,00006,00004,20220813
102517805,,1,11710,10300,0081,0020,117104169143,10301,0,00004,00003,20250604
1025122945,,1,11710,10300,0081,0021,117104169143,10301,0,00004,00000,20220813
1025119140,,2,11710,10300,0081,0027,117104169145,10301,0,00007,00000,20250909
1025119356,,2,11710,10300,0081,0030,117104169145,10301,0,00008,00000,20231114
1025125310,,2,11710,10300,0081,0031,117104169145,10301,0,00006,00001,20220813
102511234,10251180,1,11710,10300,0081,0036,117104169143,10301,0,00002,00000,20220813
102511235,10251180,1,11710,10300,0081,0036,117104169143,10301,0,00002,00000,20220813
1025120732,,1,11710,10300,0081,0037,117104169163,10301,0,00031,00000,20220813
1025117249,,1,11710,10300,0081,0044,117104169145,10301,0,00010,00000,20220813
102518210,,1,11710,10300,0082,0001,117104169145,10301,0,00005,00001,20220813
1025112104,,1,11710,10300,0082,0004,000000000000,00000,0,00000,00000,20220813
1025118665,,1,11710,10300,0082,0009,117104169145,10301,0,00005,00000,20220906
1025122481,,2,11710,10300,0082,0011,117104169145,10301,0,00004,00000,20220813
1025119481,,1,11710,10300,0082,0012,117104169145,10301,0,00003,00001,20240521
102514048,,1,11710,10300,0082,0013,117104169145,10301,0,00003,00000,20220813
1025111460,,1,11710,10300,0082,0014,117104169145,10301,0,00001,00000,20220813
102516196,,1,11710,10300,0082,0018,117104169145,10301,0,00002,00000,20250604
1025119942,,1,11710,10300,0082,0019,117104169163,10301,0,00035,00001,20220813
1025112157,,1,11710,10300,0082,0020,117104169163,10301,0,00035,00000,20220813
1025121225,,2,11710,10300,0082,0021,117104169145,10301,0,00006,00000,20220813
1025110954,,1,11710,10300,0082,0022,117104169145,10301,0,00004,00003,20220813
1025122305,,1,11710,10300,0082,0026,117104169163,10301,0,00033,00000,20220813
1025112253,,1,11710,10300,0083,0001,117104169162,10301,0,00022,00000,20250604
1025112652,,1,11710,10300,0083,0002,117104169143,10301,0,00003,00000,20220813
1025117668,,1,11710,10300,0083,0003,117104169163,10301,0,00029,00000,20250604
102516328,,1,11710,10300,0083,0004,117104169162,10301,0,00020,00000,20220813
1025125026,,1,11710,10300,0083,0005,117104169162,10301,0,00018,00001,20220813
1025112475,,1,11710,10300,0083,0006,117104169162,10301,0,00018,00000,20250604
10251100479502,,2,11710,10300,0083,0007,117104169162,10301,0,00016,00000,20220813
1025115684,,1,11710,10300,0083,0009,117104169162,10301,0,00014,00001,20250604
1025118364,,1,11710,10300,0083,0010,117104169162,10301,0,00014,00000,20220813
10251100241367,,2,11710,10300,0083,0011,117104169162,10301,0,00012,00000,20220813
1025122094,,1,11710,10300,0083,0016,117104169529,10301,0,00024,00000,20230626
102518256,,1,11710,10300,0083,0021,117104169143,10301,0,00013,00000,20250604
10251100522882,,1,11710,10300,0083,0022,117104169162,10301,0,00012,00035,20220813
102515390,,1,11710,10300,0083,0024,117104169162,10301,0,00012,00039,20250604
1025117618,,1,11710,10300,0083,0030,117104169143,10301,0,00015,00000,20250604
1025113279,,1,11710,10300,0083,0031,117104169143,10301,0,00013,00001,20250604
102518331,,1,11710,10300,0083,0033,117104169143,10301,0,00019,00000,20220813
1025115460,,1,11710,10300,0083,0036,117104169143,10301,0,00011,00000,20220813
1025121917,,1,11710,10300,0083,0038,117104169162,10301,0,00012,00027,20220813
102518802,,1,11710,10300,0083,0039,117104169162,10301,0,00012,00029,20220813
102516022,,1,11710,10300,0083,0043,117104169143,10301,0,00005,00000,20250604
1025123630,,1,11710,10300,0083,0044,117104169162,10301,0,00012,00033,20250604
1025113738,,1,11710,10300,0083,0045,117104169143,10301,0,00011,00001,20250604
102518587,,1,11710,10300,0083,0047,117104169143,10301,0,00009,00000,20220813
1025122891,,2,11710,10300,0083,0048,117104169162,10301,0,00012,00006,20220813
1025112261,,1,11710,10300,0083,0049,117104169143,10301,0,00007,00000,20220813
1025119239,,1,11710,10300,0083,0050,117104169143,10301,0,00005,00001,20250604
102519019,,1,11710,10300,0083,0053,117104169162,10301,0,00008,00015,20220813
102518432,,1,11710,10300,0083,0054,117104169162,10301,0,00008,00017,20220813
1025117946,,1,11710,10300,0083,0055,117104169162,10301,0,00008,00003,20250604
1025113867,,2,11710,10300,0083,0061,117104169162,10301,0,00010,00000,20221202
102517796,,1,11710,10300,0086,0002,117104169162,10301,0,00009,00005,20220813
102518166,,1,11710,10300,0086,0004,117104169159,10301,0,00014,00011,20250604
102515295,,1,11710,10300,0086,0005,117104169162,10301,0,00017,00000,20250604
1025116021,,1,11710,10300,0086,0008,117104169162,10301,0,00009,00003,20250604
102514488,,1,11710,10300,0086,0009,117104169162,10301,0,00009,00020,20220813
1025114407,,1,11710,10300,0086,0010,117104169162,10301,0,00009,00019,20250604
102515140,,1,11710,10300,0086,0011,117104169162,10301,0,00009,00017,20250604
1025121656,,1,11710,10300,0086,0012,117104169162,10301,0,00009,00015,20220813
1025118406,,1,11710,10300,0086,0013,117104169162,10301,0,00009,00013,20220813
1025113630,,1,11710,10300,0086,0014,117104169162,10301,0,00009,00009,20250604
1025114541,,1,11710,10300,0086,0015,117104169162,10301,0,00009,00007,20220813
1025110044,,1,11710,10300,0086,0016,117104169162,10301,0,00009,00000,20220813
1025124936,,1,11710,10300,0086,0017,117104169162,10301,0,00009,00018,20250604
1025122740,,1,11710,10300,0086,0018,117104169162,10301,0,00009,00016,20250604
102515393,,1,11710,10300,0086,0019,117104169162,10301,0,00009,00014,20220813
102513919,,1,11710,10300,0086,0020,117104169162,10301,0,00009,00012,20220813
1025118325,,1,11710,10300,0086,0021,117104169162,10301,0,00009,00010,20250604
1025116054,,1,11710,10300,0086,0022,117104169162,10301,0,00009,00006,20250604
1025122042,,1,11710,10300,0086,0023,117104169162,10301,0,00015,00001,20250604
102518488,,1,11710,10300,0086,0024,117104169162,10301,0,00015,00000,20250604
102513584,,1,11710,10300,0086,0025,117104169162,10301,0,00013,00001,20220813
102514004,,1,11710,10300,0086,0026,117104169162,10301,0,00013,00000,20220813
1025123933,,1,11710,10300,0086,0027,117104169162,10301,0,00011,00001,20250604
102515141,,1,11710,10300,0086,0028,117104169162,10301,0,00011,00000,20250604
1025121255,,2,11710,10300,0087,0001,117104169162,10301,0,00008,00008,20220813
1025124595,,1,11710,10300,0087,0003,117104169143,10301,0,00001,00013,20220813
102517200,,1,11710,10300,0087,0004,117104169163,10301,0,00027,00001,20220813
102515103,,1,11710,10300,0087,0005,117104169162,10301,0,00002,00000,20230314
1025117574,,1,11710,10300,0087,0006,117104169159,10301,0,00014,00014,20250604
1025122562,,1,11710,10300,0087,0007,117104169163,10301,0,00021,00000,20220813
102515148,,2,11710,10300,0087,0009,117104169162,10301,0,00008,00000,20220813
1025116412,,1,11710,10300,0087,0012,117104169162,10301,0,00008,00004,20220813
1025111117,,1,11710,10300,0087,0014,117104169143,10301,0,00001,00008,20250604
102517256,,1,11710,10300,0087,0015,117104169162,10301,0,00004,00000,20250415
1025124317,,1,11710,10300,0087,0016,117104169163,10301,0,00027,00000,20220813
1025122671,,1,11710,10300,0087,0017,117104169163,10301,0,00025,00000,20220813
1025112042,,2,11710,10300,0087,0019,117104169162,10301,0,00006,00000,20220813
1025115127,,1,11710,10300,0087,0024,117104169143,10301,0,00001,00009,20220813
102517790,,1,11710,10300,0087,0030,117104169162,10301,0,00001,00006,20220813
1025120238,,1,11710,10300,0087,0031,117104169162,10301,0,00001,00004,20250604
1025112967,,1,11710,10300,0087,0032,117104169162,10301,0,00003,00003,20220813
1025113521,,2,11710,10300,0087,0033,117104169162,10301,0,00005,00000,20220813
1025120318,,1,11710,10300,0087,0035,117104169162,10301,0,00003,00000,20220813
1025123002,,1,11710,10300,0087,0037,117104169162,10301,0,00001,00001,20220813
1025121970,,1,11710,10300,0087,0038,117104169162,10301,0,00001,00000,20220813
1025119358,,1,11710,10300,0087,0040,117104169162,10301,0,00003,00004,20250604
1025112149,,1,11710,10300,0087,0052,117104169159,10301,0,00014,00016,20250604
1025113091,,1,11710,10300,0087,0053,117104169159,10301,0,00014,00018,20250604
1025115891,,1,11710,10300,0087,0054,117104169162,10301,0,00007,00000,20250604
1025120072,,1,11710,10300,0088,0001,117104169159,10301,0,00012,00008,20220813
102516200,,2,11710,10300,0088,0002,117104169159,10301,0,00022,00000,20220813
1025113252,,1,11710,10300,0088,0003,117104169159,10301,0,00014,00001,20220813
1025122514,,1,11710,10300,0088,0004,117104169159,10301,0,00014,00005,20220813
102519210,,1,11710,10300,0088,0005,117104169159,10301,0,00014,00009,20250604
102514158,,1,11710,10300,0088,0010,117104169159,10301,0,00016,00006,20250604
102516009,,1,11710,10300,0088,0011,117104169159,10301,0,00016,00008,20250604
1025111909,,1,11710,10300,0088,0012,117104169159,10301,0,00016,00009,20250604
102518455,,1,11710,10300,0088,0013,117104169159,10301,0,00016,00010,20250604
1025115138,,1,11710,10300,0088,0015,117104169159,10301,0,00016,00000,20220813
1025123401,,1,11710,10300,0088,0016,117104169159,10301,0,00016,00005,20251023
102515308,,1,11710,10300,0088,0017,117104169159,10301,0,00016,00007,20250604
102515291,,1,11710,10300,0088,0024,117104169159,10301,0,00018,00000,20220813
1025115442,,1,11710,10300,0088,0025,117104169159,10301,0,00012,00001,20220813
1025115381,,1,11710,10300,0088,0026,117104169159,10301,0,00012,00003,20220813
1025121497,,1,11710,10300,0088,0027,117104169159,10301,0,00012,00005,20220813
102519127,,1,11710,10300,0088,0028,117104169159,10301,0,00012,00004,20250604
1025116171,,1,11710,10300,0088,0029,117104169159,10301,0,00012,00000,20220813
1025114486,,1,11710,10300,0088,0030,117104169159,10301,0,00010,00002,20250604
1025110454,,1,11710,10300,0088,0035,117104169159,10301,0,00014,00006,20250604
102516423,,1,11710,10300,0088,0036,117104169159,10301,0,00014,00008,20220813
1025115384,,1,11710,10300,0088,0037,117104169159,10301,0,00014,00010,20220813
1025125029,,1,11710,10300,0088,0039,117104169159,10301,0,00014,00012,20250604
102511932,10251329,1,11710,10300,0088,0040,117104169159,10301,0,00012,00007,20220813
1025124057,,1,11710,10300,0088,0045,117104169159,10301,0,00018,00006,20250604
1025111859,,1,11710,10300,0088,0047,117104169159,10301,0,00018,00005,20220813
1025116531,,1,11710,10300,0088,0048,117104169159,10301,0,00018,00007,20220813
102513869,,1,11710,10300,0088,0049,117104169159,10301,0,00018,00009,20220813
102516333,,1,11710,10300,0088,0052,117104169159,10301,0,00018,00010,20250604
1025114002,,1,11710,10300,0088,0053,117104169163,10301,0,00019,00000,20220813
1025110385,,1,11710,10300,0088,0054,117104169163,10301,0,00015,00030,20250604
1025111508,,1,11710,10300,0088,0056,117104169163,10301,0,00015,00026,20250604
1025119460,,1,11710,10300,0088,0057,117104169163,10301,0,00015,00014,20250604
1025122571,,1,11710,10300,0088,0058,117104169163,10301,0,00015,00004,20250604
1025124071,,1,11710,10300,0088,0061,117104169163,10301,0,00015,00001,20220813
1025122863,,1,11710,10300,0088,0062,117104169163,10301,0,00015,00003,20220813
1025125053,,1,11710,10300,0088,0063,117104169163,10301,0,00015,00005,20220813
1025119432,,1,11710,10300,0088,0064,117104169163,10301,0,00015,00007,20250604
1025122037,,1,11710,10300,0088,0065,117104169163,10301,0,00015,00009,20220813
1025117349,,1,11710,10300,0088,0066,117104169163,10301,0,00015,00011,20220813
1025116663,,1,11710,10300,0088,0067,117104169163,10301,0,00015,00013,20250604
102518783,,1,11710,10300,0088,0072,117104169159,10301,0,00006,00001,20250604
10251100468383,,2,11710,10300,0088,0073,117104169159,10301,0,00006,00000,20220813
1025112838,,1,11710,10300,0088,0075,117104169159,10301,0,00004,00000,20250604
102519303,,1,11710,10300,0088,0077,117104169163,10301,0,00015,00000,20220813
1025117447,,1,11710,10300,0088,0081,117104169163,10301,0,00015,00021,20250604
102514820,,1,11710,10300,0088,0082,117104169163,10301,0,00015,00023,20220813
102515879,,1,11710,10300,0088,0083,117104169163,10301,0,00015,00028,20250604
1025111448,,1,11710,10300,0088,0084,117104169163,10301,0,00015,00020,20250604
102515731,,1,11710,10300,0088,0085,117104169163,10301,0,00015,00010,20250604
102515019,,1,11710,10300,0088,0086,117104169159,10301,0,00020,00003,20250604
102514192,,1,11710,10300,0088,0087,117104169159,10301,0,00020,00005,20220813
1025118211,,1,11710,10300,0088,0089,117104169159,10301,0,00020,00010,20220813
102514616,,1,11710,10300,0088,0090,117104169159,10301,0,00020,00008,20250604
1025123641,,1,11710,10300,0088,0091,117104169159,10301,0,00020,00006,20250604
102516511,,1,11710,10300,0088,0092,117104169159,10301,0,00020,00004,20220813
1025117663,,1,11710,10300,0088,0093,117104169159,10301,0,00020,00001,20250604
1025116197,,1,11710,10300,0088,0116,117104169159,10301,0,00016,00004,20250604
1025110715,,1,11710,10300,0089,0005,117104169159,10301,0,00007,00000,20220813
1025119241,,1,11710,10300,0089,0007,117104169159,10301,0,00003,00000,20220813
102518266,,2,11710,10300,0089,0008,117104169159,10301,0,00001,00000,20220813
1025120308,,1,11710,10300,0089,0011,117104169159,10301,0,00023,00000,20240920
1025113886,,1,11710,10300,0089,0012,117104169159,10301,0,00021,00000,20250604
10251100230173,,2,11710,10300,0089,0014,117104169159,10301,0,00019,00000,20220813
102514161,,1,11710,10300,0089,0019,117104169159,10301,0,00009,00004,20220813
1025124059,,1,11710,10300,0089,0020,117104169159,10301,0,00011,00001,20220813
102519835,,1,11710,10300,0089,0022,117104169159,10301,0,00013,00000,20220813
1025114998,,1,11710,10300,0089,0025,117104169159,10301,0,00009,00001,20220813
1025110961,,1,11710,10300,0089,0027,117104169163,10301,0,00013,00000,20220813
1025116546,,1,11710,10300,0089,0028,117104169528,10301,0,00012,00000,20250604
1025116700,,1,11710,10300,0089,0029,117104169528,10301,0,00010,00000,20250604
1025116908,,1,11710,10300,0089,0033,117104169159,10301,0,00009,00003,20250604
102515873,,1,11710,10300,0089,0036,117104169159,10301,0,00009,00000,20250604
1025120843,,1,11710,10300,0089,0041,117104169159,10301,0,00013,00004,20250604
1025122439,,1,11710,10300,0089,0042,117104169159,10301,0,00013,00003,20220813
1025122757,,1,11710,10300,0089,0043,117104169159,10301,0,00013,00001,20250604
1025124009,,1,11710,10300,0089,0046,117104169159,10301,0,00015,00000,20220813
102517183,,1,11710,10300,0089,0052,117104169528,10301,0,00009,00001,20250604
1025116012,,1,11710,10300,0089,0053,117104169528,10301,0,00009,00000,20250604
1025120003,,1,11710,10300,0089,0058,117104169159,10301,0,00017,00003,20250604
1025113152,,1,11710,10300,0089,0059,117104169159,10301,0,00017,00000,20220813
10251100465082,,1,11710,10300,0089,0064,117104169159,10301,0,00017,00004,20220813
1025124319,,1,11710,10300,0089,0090,117104169159,10301,0,00005,00000,20250604
1025124083,,1,11710,10300,0092,0000,000000000000,00000,0,00000,00000,20220813
1025112578,,1,11710,10300,0092,0002,117104169159,10301,0,00024,00001,20250604
102516823,,1,11710,10300,0092,0003,117104169162,10301,0,00017,00016,20250604
1025125356,,1,11710,10300,0092,0011,117104169159,10301,0,00024,00000,20220813
10251100504121,,1,11710,10300,0093,0002,117104169162,10301,0,00017,00012,20220813
