RDADDRCD,ARCODE,ARNAME_1,ARNAME_2,ARNAME_3,ARNAME_4,LAND_AT,JIBUNB,JIBUNJ,RDCODE,UNDER_AT,BD_MAIN_BUN,BD_SUB_BUN,JIBUNSEQ,MV_RESN_CD
111404103088000024000050000006100,1114014400,서울특별시,중구,장충동2가,,1,0005,0017,111404103088,0,00024,00005,0000006100,
111404103088000024000070000007186,1114016200,서울특별시,중구,신당동,,0,0432,1887,111404103088,0,00024,00007,0000007186,
111404103088000028000030000015737,1114016200,서울특별시,중구,신당동,,0,0432,2884,111404103088,0,00028,00003,0000015737,
111404103089000006000000000014630,1114016200,서울특별시,중구,신당동,,0,0374,0016,111404103089,0,00006,00000,0000014630,
111404103089000029000000000005878,1114016200,서울특별시,중구,신당동,,0,0425,0001,111404103089,0,00029,00000,0000005878,
111404103089000062000000000005847,1114016200,서울특별시,중구,신당동,,0,0370,0091,111404103089,0,00062,00000,0000005847,
111404103089000086000000000005652,1114016200,서울특별시,중구,신당동,,0,0338,0005,111404103089,0,00086,00000,0000005652,
111404103089000087000000000005938,1114016200,서울특별시,중구,신당동,,0,0375,0037,111404103089,0,00087,00000,0000005938,
111404103089000087000000000005939,1114016200,서울특별시,중구,신당동,,0,0386,0144,111404103089,0,00087,00000,0000005939,
111404103089000089000000000017227,1114016200,서울특별시,중구,신당동,,0,0386,0138,111404103089,0,00089,00000,0000017227,
111404103089000103000000000005885,1114016200,서울특별시,중구,신당동,,0,0386,0052,111404103089,0,00103,00000,0000005885,
111404103089000105000000000004899,1114016200,서울특별시,중구,신당동,,0,0304,0751,111404103089,0,00105,00000,0000004899,
111404103089000110000010000005535,1114016200,서울특별시,중구,신당동,,0,0308,0050,111404103089,0,00110,00001,0000005535,
111404103089000110000010000005536,1114016200,서울특별시,중구,신당동,,0,0308,0051,111404103089,0,00110,00001,0000005536,
111404103089000114000000000005528,1114016200,서울특별시,중구,신당동,,0,0308,0040,111404103089,0,00114,00000,0000005528,
111404103089000114000000000005529,1114016200,서울특별시,중구,신당동,,0,0308,0041,111404103089,0,00114,00000,0000005529,
111404103089000114000000000005530,1114016200,서울특별시,중구,신당동,,0,0308,0055,111404103089,0,00114,00000,0000005530,
111404103089000118000000000005524,1114016200,서울특별시,중구,신당동,,0,0308,0039,111404103089,0,00118,00000,0000005524,
111404103089000118000000000005525,1114016200,서울특별시,중구,신당동,,0,0308,0067,111404103089,0,00118,00000,0000005525,
111404103089000118000040000005533,1114016200,서울특별시,중구,신당동,,0,0308,0065,111404103089,0,00118,00004,0000005533,
111404103089000118000040000005534,1114016200,서울특별시,중구,신당동,,0,0308,0066,111404103089,0,00118,00004,0000005534,
111404103090000005000100000005949,1114016200,서울특별시,중구,신당동,,0,0423,0010,111404103090,0,00005,00010,0000005949,
111404103090000005000320000016139,1114016200,서울특별시,중구,신당동,,0,0420,0007,111404103090,0,00005,00032,0000016139,
111404103090000005000320000016140,1114016200,서울특별시,중구,신당동,,0,0420,0025,111404103090,0,00005,00032,0000016140,
111404103090000005000400000016137,1114016200,서울특별시,중구,신당동,,0,0420,0006,111404103090,0,00005,00040,0000016137,
111404103090000005000400000016138,1114016200,서울특별시,중구,신당동,,0,0420,0018,111404103090,0,00005,00040,0000016138,
111404103090000011000080000005950,1114016200,서울특별시,중구,신당동,,0,0424,0008,111404103090,0,00011,00008,0000005950,
111404103090000011000110000005942,1114016200,서울특별시,중구,신당동,,0,0420,0008,111404103090,0,00011,00011,0000005942,
111404103091000008000050000005952,1114016200,서울특별시,중구,신당동,,0,0432,2671,111404103091,0,00008,00005,0000005952,
111404103091000008000050000005953,1114016200,서울특별시,중구,신당동,,0,0432,2672,111404103091,0,00008,00005,0000005953,
111404103091000015000030000005960,1114016200,서울특별시,중구,신당동,,0,0432,1156,111404103091,0,00015,00003,0000005960,
111404103091000025000030000014632,1114016200,서울특별시,중구,신당동,,0,0432,0218,111404103091,0,00025,00003,0000014632,
111404103091000033000010000006015,1114016200,서울특별시,중구,신당동,,0,0432,0762,111404103091,0,00033,00001,0000006015,
111404103091000033000010000006016,1114016200,서울특별시,중구,신당동,,0,0432,0230,111404103091,0,00033,00001,0000006016,
111404103091000035000010000018442,1114016200,서울특별시,중구,신당동,,0,0432,0231,111404103091,0,00035,00001,0000018442,
111404103091000035000010000018443,1114016200,서울특별시,중구,신당동,,0,0432,0762,111404103091,0,00035,00001,0000018443,
111404103091000043000000000005974,1114016200,서울특별시,중구,신당동,,0,0432,0285,111404103091,0,00043,00000,0000005974,
111404103092000021000080000019502,1114016200,서울특별시,중구,신당동,,0,0357,0012,111404103092,0,00021,00008,0000019502,
111404103092000023000000000016677,1114016200,서울특별시,중구,신당동,,0,0431,0015,111404103092,0,00023,00000,0000016677,
111404103092000035000000000005954,1114016200,서울특별시,중구,신당동,,0,0431,0011,111404103092,0,00035,00000,0000005954,
111404103092000050000000000005961,1114016200,서울특별시,중구,신당동,,0,0432,1114,111404103092,0,00050,00000,0000005961,
111404103092000050000000000005962,1114016200,서울특별시,중구,신당동,,0,0432,1115,111404103092,0,00050,00000,0000005962,
111404103092000050000000000005963,1114016200,서울특별시,중구,신당동,,0,0432,2661,111404103092,0,00050,00000,0000005963,
111404103092000060000000000006142,1114016200,서울특별시,중구,신당동,,0,0432,2260,111404103092,0,00060,00000,0000006142,
111404103092000060000000000006143,1114016200,서울특별시,중구,신당동,,0,0432,2835,111404103092,0,00060,00000,0000006143,
111404103092000060000000000006144,1114016200,서울특별시,중구,신당동,,0,0432,2836,111404103092,0,00060,00000,0000006144,
111404103092000060000000000006145,1114016200,서울특별시,중구,신당동,,0,0432,0024,111404103092,0,00060,00000,0000006145,
111404103092000060000000000006146,1114016200,서울특별시,중구,신당동,,0,0432,1595,111404103092,0,00060,00000,0000006146,
111404103092000061000000000005959,1114016200,서울특별시,중구,신당동,,0,0432,0005,111404103092,0,00061,00000,0000005959,
111404103092000093000080000006065,1114016200,서울특별시,중구,신당동,,0,0432,1306,111404103092,0,00093,00008,0000006065,
111404103092000093000080000006066,1114016200,서울특별시,중구,신당동,,0,0432,1307,111404103092,0,00093,00008,0000006066,
111404103092000097000120000006060,1114016200,서울특별시,중구,신당동,,0,0432,2695,111404103092,0,00097,00012,0000006060,
111404103092000097000420000006061,1114016200,서울특별시,중구,신당동,,0,0432,1282,111404103092,0,00097,00042,0000006061,
111404103092000097000460000006062,1114016200,서울특별시,중구,신당동,,0,0432,1282,111404103092,0,00097,00046,0000006062,
111404103092000118000000000006045,1114016200,서울특별시,중구,신당동,,0,0432,1146,111404103092,0,00118,00000,0000006045,
111404103092000123000190000014633,1114016200,서울특별시,중구,신당동,,0,0432,0066,111404103092,0,00123,00019,0000014633,
111404103092000132000000000006075,1114016200,서울특별시,중구,신당동,,0,0432,2325,111404103092,0,00132,00000,0000006075,
111404103093000019000000000005971,1114016200,서울특별시,중구,신당동,,0,0432,0182,111404103093,0,00019,00000,0000005971,
111404103094000013000040000005951,1114016200,서울특별시,중구,신당동,,0,0821,0004,111404103094,0,00013,00004,0000005951,
111404103094000025000080000006158,1114016200,서울특별시,중구,신당동,,0,0821,0009,111404103094,0,00025,00008,0000006158,
111404103094000107000000000006097,1114016200,서울특별시,중구,신당동,,0,0432,0381,111404103094,0,00107,00000,0000006097,
111404103094000111000040000006098,1114016200,서울특별시,중구,신당동,,0,0432,1815,111404103094,0,00111,00004,0000006098,
111404103094000123000310000006084,1114016200,서울특별시,중구,신당동,,0,0432,2350,111404103094,0,00123,00031,0000006084,
111404103094000123000310000006085,1114016200,서울특별시,중구,신당동,,0,0432,2803,111404103094,0,00123,00031,0000006085,
111404103094000127000000000005982,1114016200,서울특별시,중구,신당동,,0,0432,1228,111404103094,0,00127,00000,0000005982,
111404103094000127000000000005983,1114016200,서울특별시,중구,신당동,,0,0432,1230,111404103094,0,00127,00000,0000005983,
111404103094000131000000000006056,1114016200,서울특별시,중구,신당동,,0,0432,0399,111404103094,0,00131,00000,0000006056,
111404103094000131000000000006057,1114016200,서울특별시,중구,신당동,,0,0432,2406,111404103094,0,00131,00000,0000006057,
111404103094000131000050000005984,1114016200,서울특별시,중구,신당동,,0,0432,0405,111404103094,0,00131,00005,0000005984,
111404103094000131000050000005985,1114016200,서울특별시,중구,신당동,,0,0432,1395,111404103094,0,00131,00005,0000005985,
111404103094000131000050000005986,1114016200,서울특별시,중구,신당동,,0,0432,1397,111404103094,0,00131,00005,0000005986,
111404103094000131000130000006134,1114016200,서울특별시,중구,신당동,,0,0432,2354,111404103094,0,00131,00013,0000006134,
111404103094000137000000000005988,1114016200,서울특별시,중구,신당동,,0,0432,0432,111404103094,0,00137,00000,0000005988,
111404103094000173000000000015898,1114016200,서울특별시,중구,신당동,,0,0432,1558,111404103094,0,00173,00000,0000015898,
111404103094000217000000000006119,1114016200,서울특별시,중구,신당동,,0,0432,2626,111404103094,0,00217,00000,0000006119,
111404103094000223000000000006128,1114016200,서울특별시,중구,신당동,,0,0432,2206,111404103094,0,00223,00000,0000006128,
111404103094000223000000000006129,1114016200,서울특별시,중구,신당동,,0,0432,2208,111404103094,0,00223,00000,0000006129,
111404103094000223000000000006130,1114016200,서울특별시,중구,신당동,,0,0432,2781,111404103094,0,00223,00000,0000006130,
111404103094000223000000000006131,1114016200,서울특별시,중구,신당동,,0,0432,2798,111404103094,0,00223,00000,0000006131,
111404103094000229000000000006073,1114016200,서울특별시,중구,신당동,,0,0432,1654,111404103094,0,00229,00000,0000006073,
111404103094000230000120000016297,1114016200,서울특별시,중구,신당동,,0,0432,2219,111404103094,0,00230,00012,0000016297,
111404103094000246000000000006074,1114016200,서울특별시,중구,신당동,,0,0432,1668,111404103094,0,00246,00000,0000006074,
111404103094000256000350000006127,1114016200,서울특별시,중구,신당동,,0,0432,2165,111404103094,0,00256,00035,0000006127,
111404103094000257000090000016918,1114016200,서울특별시,중구,신당동,,0,0432,2200,111404103094,0,00257,00009,0000016918,
111404103094000270000000000006070,1114016200,서울특별시,중구,신당동,,0,0432,1627,111404103094,0,00270,00000,0000006070,
111404103094000270000000000006071,1114016200,서울특별시,중구,신당동,,0,0432,1776,111404103094,0,00270,00000,0000006071,
111404103094000270000000000006072,1114016200,서울특별시,중구,신당동,,0,0432,2277,111404103094,0,00270,00000,0000006072,
111404103094000297000000000020022,1114016200,서울특별시,중구,신당동,,0,0432,1631,111404103094,0,00297,00000,0000020022,
111404103094000297000000000020023,1114016200,서울특별시,중구,신당동,,0,0432,1637,111404103094,0,00297,00000,0000020023,
111404103095000011000140000006159,1114016200,서울특별시,중구,신당동,,0,0829,0006,111404103095,0,00011,00014,0000006159,
111404103095000020000000000006092,1114016200,서울특별시,중구,신당동,,0,0432,1845,111404103095,0,00020,00000,0000006092,
111404103095000022000000000006090,1114016200,서울특별시,중구,신당동,,0,0432,1846,111404103095,0,00022,00000,0000006090,
111404103095000026000000000006089,1114016200,서울특별시,중구,신당동,,0,0432,1840,111404103095,0,00026,00000,0000006089,
111404103096000002000040000005979,1114016200,서울특별시,중구,신당동,,0,0432,1810,111404103096,0,00002,00004,0000005979,
111404103096000002000050000006094,1114016200,서울특별시,중구,신당동,,0,0432,1830,111404103096,0,00002,00005,0000006094,
111404103096000002000050000006095,1114016200,서울특별시,중구,신당동,,0,0432,1851,111404103096,0,00002,00005,0000006095,
111404103096000002000100000005980,1114016200,서울특별시,중구,신당동,,0,0432,1818,111404103096,0,00002,00010,0000005980,
111404103096000002000100000005981,1114016200,서울특별시,중구,신당동,,0,0432,1859,111404103096,0,00002,00010,0000005981,
111404103096000002000130000006086,1114016200,서울특별시,중구,신당동,,0,0432,1835,111404103096,0,00002,00013,0000006086,
111404103096000002000140000006082,1114016200,서울특별시,중구,신당동,,0,0432,1821,111404103096,0,00002,00014,0000006082,
111404103096000002000140000006083,1114016200,서울특별시,중구,신당동,,0,0432,1862,111404103096,0,00002,00014,0000006083,
111404103096000011000000000005975,1114016200,서울특별시,중구,신당동,,0,0432,1844,111404103096,0,00011,00000,0000005975,
111404103096000012000000000006093,1114016200,서울특별시,중구,신당동,,0,0432,1828,111404103096,0,00012,00000,0000006093,
111404103096000015000000000005976,1114016200,서울특별시,중구,신당동,,0,0432,0359,111404103096,0,00015,00000,0000005976,
111404103096000015000000000005977,1114016200,서울특별시,중구,신당동,,0,0432,1418,111404103096,0,00015,00000,0000005977,
111404103096000015000000000005978,1114016200,서울특별시,중구,신당동,,0,0432,1847,111404103096,0,00015,00000,0000005978,
111404103096000018000000000006096,1114016200,서울특별시,중구,신당동,,0,0432,1832,111404103096,0,00018,00000,0000006096,
111404103096000019000000000006087,1114016200,서울특별시,중구,신당동,,0,0432,1837,111404103096,0,00019,00000,0000006087,
111404103096000019000000000006088,1114016200,서울특별시,중구,신당동,,0,0432,1838,111404103096,0,00019,00000,0000006088,
111404103097000016000000000005880,1114016200,서울특별시,중구,신당동,,0,0415,0003,111404103097,0,00016,00000,0000005880,
111404103097000034000000000005941,1114016200,서울특별시,중구,신당동,,0,0377,0064,111404103097,0,00034,00000,0000005941,
111404103098000038000000000002293,1114014300,서울특별시,중구,장충동1가,,0,0105,0006,111404103098,0,00038,00000,0000002293,
111404103098000038000000000002294,1114014300,서울특별시,중구,장충동1가,,0,0105,0004,111404103098,0,00038,00000,0000002294,
111404103098000038000000000002295,1114014300,서울특별시,중구,장충동1가,,0,0105,0005,111404103098,0,00038,00000,0000002295,
111404103099000016000000000005937,1114016200,서울특별시,중구,신당동,,0,0407,0024,111404103099,0,00016,00000,0000005937,
111404103099000039000000000002281,1114014300,서울특별시,중구,장충동1가,,0,0050,0038,111404103099,0,00039,00000,0000002281,
111404103099000042000000000005934,1114016200,서울특별시,중구,신당동,,0,0405,0002,111404103099,0,00042,00000,0000005934,
111404103099000064000000000005924,1114016200,서울특별시,중구,신당동,,0,0400,0010,111404103099,0,00064,00000,0000005924,
111404103099000071000000000005923,1114016200,서울특별시,중구,신당동,,0,0399,0040,111404103099,0,00071,00000,0000005923,
111404103099000072000000000005917,1114016200,서울특별시,중구,신당동,,0,0395,0036,111404103099,0,00072,00000,0000005917,
111404103100000016000000000015552,1114014300,서울특별시,중구,장충동1가,,0,0050,0024,111404103100,0,00016,00000,0000015552,
111404103100000016000000000015553,1114014300,서울특별시,중구,장충동1가,,0,0050,0025,111404103100,0,00016,00000,0000015553,
111404103100000016000000000015554,1114014300,서울특별시,중구,장충동1가,,0,0050,0026,111404103100,0,00016,00000,0000015554,
111404103100000016000000000015555,1114014300,서울특별시,중구,장충동1가,,0,0050,0027,111404103100,0,00016,00000,0000015555,
111404103100000016000000000015556,1114014300,서울특별시,중구,장충동1가,,0,0050,0028,111404103100,0,00016,00000,0000015556,
111404103100000016000000000015557,1114014300,서울특별시,중구,장충동1가,,0,0050,0033,111404103100,0,00016,00000,0000015557,
111404103100000016000000000015558,1114014300,서울특별시,중구,장충동1가,,0,0050,0034,111404103100,0,00016,00000,0000015558,
111404103100000016000000000015559,1114014300,서울특별시,중구,장충동1가,,0,0065,0000,111404103100,0,00016,00000,0000015559,
111404103100000016000000000015560,1114014300,서울특별시,중구,장충동1가,,0,0068,0001,111404103100,0,00016,00000,0000015560,
111404103100000016000000000015561,1114014300,서울특별시,중구,장충동1가,,0,0069,0000,111404103100,0,00016,00000,0000015561,
111404103100000016000000000015562,1114014300,서울특별시,중구,장충동1가,,0,0072,0000,111404103100,0,00016,00000,0000015562,
111404103100000016000000000015563,1114014300,서울특별시,중구,장충동1가,,0,0073,0001,111404103100,0,00016,00000,0000015563,
111404103100000016000000000015564,1114014300,서울특별시,중구,장충동1가,,0,0073,0003,111404103100,0,00016,00000,0000015564,
111404103100000016000000000015565,1114014300,서울특별시,중구,장충동1가,,0,0073,0004,111404103100,0,00016,00000,0000015565,
111404103100000016000000000015566,1114014300,서울특별시,중구,장충동1가,,0,0074,0000,111404103100,0,00016,00000,0000015566,
111404103100000030000000000002282,1114014300,서울특별시,중구,장충동1가,,0,0064,0008,111404103100,0,00030,00000,0000002282,
111404103100000030000000000002283,1114014300,서울특별시,중구,장충동1가,,0,0070,0000,111404103100,0,00030,00000,0000002283,
111404103100000030000000000002284,1114014300,서울특별시,중구,장충동1가,,0,0070,0001,111404103100,0,00030,00000,0000002284,
111404103100000030000000000002285,1114014300,서울특별시,중구,장충동1가,,0,0103,0000,111404103100,0,00030,00000,0000002285,
111404103100000030000000000002286,1114014300,서울특별시,중구,장충동1가,,0,0052,0005,111404103100,0,00030,00000,0000002286,
111404103100000030000000000002287,1114014300,서울특별시,중구,장충동1가,,0,0052,0023,111404103100,0,00030,00000,0000002287,
111404103100000030000000000002288,1114014300,서울특별시,중구,장충동1가,,0,0052,0024,111404103100,0,00030,00000,0000002288,
111404103100000030000000000002289,1114014300,서울특별시,중구,장충동1가,,0,0064,0003,111404103100,0,00030,00000,0000002289,
111404103100000030000000000002290,1114014300,서울특별시,중구,장충동1가,,0,0064,0005,111404103100,0,00030,00000,0000002290,
111404103100000030000000000002291,1114014300,서울특별시,중구,장충동1가,,0,0064,0006,111404103100,0,00030,00000,0000002291,
111404103100000030000000000002292,1114014300,서울특별시,중구,장충동1가,,0,0064,0007,111404103100,0,00030,00000,0000002292,
111404103100000040000000000002280,1114014300,서울특별시,중구,장충동1가,,0,0063,0001,111404103100,0,00040,00000,0000002280,
111404103101000010000000000005935,1114016200,서울특별시,중구,신당동,,0,0407,0008,111404103101,0,00010,00000,0000005935,
111404103101000010000000000005936,1114016200,서울특별시,중구,신당동,,0,0407,0026,111404103101,0,00010,00000,0000005936,
111404103101000016000000000014637,1114016200,서울특별시,중구,신당동,,0,0407,0027,111404103101,0,00016,00000,0000014637,
111404103102000023000120000002349,1114014400,서울특별시,중구,장충동2가,,0,0187,0039,111404103102,0,00023,00012,0000002349,
111404103102000027000140000002303,1114014400,서울특별시,중구,장충동2가,,0,0026,0002,111404103102,0,00027,00014,0000002303,
111404103103000003000000000002398,1114014400,서울특별시,중구,장충동2가,,0,0193,0247,111404103103,0,00003,00000,0000002398,
111404103103000013000000000002381,1114014400,서울특별시,중구,장충동2가,,0,0193,0342,111404103103,0,00013,00000,0000002381,
111404103103000018000000000002376,1114014400,서울특별시,중구,장충동2가,,0,0193,0104,111404103103,0,00018,00000,0000002376,
111404103103000025000000000002382,1114014400,서울특별시,중구,장충동2가,,0,0193,0263,111404103103,0,00025,00000,0000002382,
111404103103000028000000000002391,1114014400,서울특별시,중구,장충동2가,,0,0193,0201,111404103103,0,00028,00000,0000002391,
111404103103000028000000000002392,1114014400,서울특별시,중구,장충동2가,,0,0193,0123,111404103103,0,00028,00000,0000002392,
111404103103000029000000000002383,1114014400,서울특별시,중구,장충동2가,,0,0193,0128,111404103103,0,00029,00000,0000002383,
111404103103000031000010000002384,1114014400,서울특별시,중구,장충동2가,,0,0193,0131,111404103103,0,00031,00001,0000002384,
111404103103000035000000000002385,1114014400,서울특별시,중구,장충동2가,,0,0193,0476,111404103103,0,00035,00000,0000002385,
111404103103000037000000000002386,1114014400,서울특별시,중구,장충동2가,,0,0193,0162,111404103103,0,00037,00000,0000002386,
111404103104000005000000000002397,1114014400,서울특별시,중구,장충동2가,,0,0193,0488,111404103104,0,00005,00000,0000002397,
111404103104000015000000000002380,1114014400,서울특별시,중구,장충동2가,,0,0193,0096,111404103104,0,00015,00000,0000002380,
111404103104000016000000000002375,1114014400,서울특별시,중구,장충동2가,,0,0193,0098,111404103104,0,00016,00000,0000002375,
111404103104000020000000000002374,1114014400,서울특별시,중구,장충동2가,,0,0193,0099,111404103104,0,00020,00000,0000002374,
111404103104000023000050000002377,1114014400,서울특별시,중구,장충동2가,,0,0193,0284,111404103104,0,00023,00005,0000002377,
111404103104000026000100000002395,1114014400,서울특별시,중구,장충동2가,,0,0193,0219,111404103104,0,00026,00010,0000002395,
111404103104000026000100000002396,1114014400,서울특별시,중구,장충동2가,,0,0193,0278,111404103104,0,00026,00010,0000002396,
111404103104000037000000000002394,1114014400,서울특별시,중구,장충동2가,,0,0193,0150,111404103104,0,00037,00000,0000002394,
111404103104000037000050000002387,1114014400,서울특별시,중구,장충동2가,,0,0193,0149,111404103104,0,00037,00005,0000002387,
111404103104000037000100000002393,1114014400,서울특별시,중구,장충동2가,,0,0193,0210,111404103104,0,00037,00010,0000002393,
111404103104000043000000000002399,1114014400,서울특별시,중구,장충동2가,,0,0193,0276,111404103104,0,00043,00000,0000002399,
111404103104000043000000000002400,1114014400,서울특별시,중구,장충동2가,,0,0193,0152,111404103104,0,00043,00000,0000002400,
111404103104000047000000000002388,1114014400,서울특별시,중구,장충동2가,,0,0193,0156,111404103104,0,00047,00000,0000002388,
111404103104000051000000000002389,1114014400,서울특별시,중구,장충동2가,,0,0193,0174,111404103104,0,00051,00000,0000002389,
111404103104000051000000000002390,1114014400,서울특별시,중구,장충동2가,,0,0193,0480,111404103104,0,00051,00000,0000002390,
111404103104000056000000000002373,1114014400,서울특별시,중구,장충동2가,,0,0193,0053,111404103104,0,00056,00000,0000002373,
111404103105000023000000000001961,1114013600,서울특별시,중구,묵정동,,0,0020,0012,111404103105,0,00023,00000,0000001961,
111404103105000023000000000001962,1114013600,서울특별시,중구,묵정동,,0,0020,0018,111404103105,0,00023,00000,0000001962,
111404103105000023000000000001963,1114013600,서울특별시,중구,묵정동,,0,0021,0001,111404103105,0,00023,00000,0000001963,
111404103105000030000000000001959,1114014400,서울특별시,중구,장충동2가,,0,0192,0040,111404103105,0,00030,00000,0000001959,
111404103105000033000000000020291,1114013600,서울특별시,중구,묵정동,,0,0025,0002,111404103105,0,00033,00000,0000020291,
111404103105000033000000000020292,1114013600,서울특별시,중구,묵정동,,0,0025,0023,111404103105,0,00033,00000,0000020292,
111404103105000033000000000020293,1114013600,서울특별시,중구,묵정동,,0,0025,0025,111404103105,0,00033,00000,0000020293,
111404103107000008000000000002348,1114014400,서울특별시,중구,장충동2가,,0,0186,0216,111404103107,0,00008,00000,0000002348,
111404103107000024000000000002304,1114014400,서울특별시,중구,장충동2가,,0,0027,0004,111404103107,0,00024,00000,0000002304,
111404103107000024000000000002306,1114014400,서울특별시,중구,장충동2가,,0,0187,0043,111404103107,0,00024,00000,0000002306,
111404103107000024000000000002307,1114014400,서울특별시,중구,장충동2가,,0,0027,0003,111404103107,0,00024,00000,0000002307,
111404103107000027000080000002310,1114014400,서울특별시,중구,장충동2가,,0,0048,0001,111404103107,0,00027,00008,0000002310,
111404103107000027000080000002311,1114014400,서울특별시,중구,장충동2가,,0,0049,0002,111404103107,0,00027,00008,0000002311,
111404103108000026000000000001828,1114013300,서울특별시,중구,충무로5가,,0,0002,0012,111404103108,0,00026,00000,0000001828,
111404103108000034000050000001827,1114013300,서울특별시,중구,충무로5가,,0,0002,0017,111404103108,0,00034,00005,0000001827,
111404103109000008000000000020306,1114015100,서울특별시,중구,을지로5가,,0,0274,0012,111404103109,0,00008,00000,0000020306,
111404103109000008000000000020307,1114015100,서울특별시,중구,을지로5가,,0,0274,0028,111404103109,0,00008,00000,0000020307,
111404103109000008000000000020308,1114015100,서울특별시,중구,을지로5가,,0,0274,0029,111404103109,0,00008,00000,0000020308,
111404103109000008000000000020309,1114015100,서울특별시,중구,을지로5가,,0,0274,0030,111404103109,0,00008,00000,0000020309,
111404103110000005000010000003185,1114015100,서울특별시,중구,을지로5가,,0,0154,0000,111404103110,0,00005,00001,0000003185,
111404103110000007000000000003183,1114015100,서울특별시,중구,을지로5가,,0,0151,0000,111404103110,0,00007,00000,0000003183,
111404103110000007000000000003184,1114015100,서울특별시,중구,을지로5가,,0,0150,0001,111404103110,0,00007,00000,0000003184,
111404103110000017000000000014658,1114014500,서울특별시,중구,광희동1가,,0,0003,0000,111404103110,0,00017,00000,0000014658,
111404103110000025000000000002423,1114014500,서울특별시,중구,광희동1가,,0,0008,0001,111404103110,0,00025,00000,0000002423,
111404103111000005000000000003204,1114015100,서울특별시,중구,을지로5가,,0,0274,0020,111404103111,0,00005,00000,0000003204,
111404103111000017000000000019926,1114015100,서울특별시,중구,을지로5가,,0,0272,0018,111404103111,0,00017,00000,0000019926,
111404103111000021000000000017276,1114015100,서울특별시,중구,을지로5가,,0,0272,0019,111404103111,0,00021,00000,0000017276,
111404103111000027000000000014659,1114015100,서울특별시,중구,을지로5가,,0,0272,0012,111404103111,0,00027,00000,0000014659,
111404103111000027000000000014660,1114015100,서울특별시,중구,을지로5가,,0,0272,0013,111404103111,0,00027,00000,0000014660,
111404103112000027000010000003339,1114015200,서울특별시,중구,주교동,,0,0298,0004,111404103112,0,00027,00001,0000003339,
111404103112000031000000000003237,1114015200,서울특별시,중구,주교동,,0,0019,0015,111404103112,0,00031,00000,0000003237,
111404103112000031000000000003238,1114015200,서울특별시,중구,주교동,,0,0019,0012,111404103112,0,00031,00000,0000003238,
111404103112000031000010000003250,1114015200,서울특별시,중구,주교동,,0,0043,0010,111404103112,0,00031,00001,0000003250,
111404103112000033000000000003251,1114015200,서울특별시,중구,주교동,,0,0043,0010,111404103112,0,00033,00000,0000003251,
111404103112000041000000000003252,1114015200,서울특별시,중구,주교동,,0,0043,0014,111404103112,0,00041,00000,0000003252,
111404103113000018000000000020808,1114016200,서울특별시,중구,신당동,,0,0373,0335,111404103113,0,00018,00000,0000020808,
111404103113000024000000000005859,1114016200,서울특별시,중구,신당동,,0,0372,0439,111404103113,0,00024,00000,0000005859,
111404103114000013000000000005851,1114016200,서울특별시,중구,신당동,,0,0372,0425,111404103114,0,00013,00000,0000005851,
111404103114000022000000000005861,1114016200,서울특별시,중구,신당동,,0,0372,2688,111404103114,0,00022,00000,0000005861,
111404103114000024000000000007195,1114016200,서울특별시,중구,신당동,,0,0366,0001,111404103114,0,00024,00000,0000007195,
111404103114000024000000000007196,1114016200,서울특별시,중구,신당동,,0,0366,0176,111404103114,0,00024,00000,0000007196,
111404103114000032000000000005727,1114016200,서울특별시,중구,신당동,,0,0366,0003,111404103114,0,00032,00000,0000005727,
111404103114000032000000000005728,1114016200,서울특별시,중구,신당동,,0,0366,0086,111404103114,0,00032,00000,0000005728,
111404103114000032000000000005729,1114016200,서울특별시,중구,신당동,,0,0366,0088,111404103114,0,00032,00000,0000005729,
111404103114000032000000000005730,1114016200,서울특별시,중구,신당동,,0,0366,0089,111404103114,0,00032,00000,0000005730,
111404103114000032000000000005731,1114016200,서울특별시,중구,신당동,,0,0366,0090,111404103114,0,00032,00000,0000005731,
111404103114000045000000000005858,1114016200,서울특별시,중구,신당동,,0,0372,2801,111404103114,0,00045,00000,0000005858,
111404103114000047000250000005860,1114016200,서울특별시,중구,신당동,,0,0372,0452,111404103114,0,00047,00025,0000005860,
111404103115000041000000000005668,1114016200,서울특별시,중구,신당동,,0,0346,0456,111404103115,0,00041,00000,0000005668,
111404103115000041000000000005669,1114016200,서울특별시,중구,신당동,,0,0346,0457,111404103115,0,00041,00000,0000005669,
111404103115000045000060000005667,1114016200,서울특별시,중구,신당동,,0,0346,0446,111404103115,0,00045,00006,0000005667,
111404103116000011000000000005683,1114016200,서울특별시,중구,신당동,,0,0373,0052,111404103116,0,00011,00000,0000005683,
111404103116000011000000000005684,1114016200,서울특별시,중구,신당동,,0,0373,0083,111404103116,0,00011,00000,0000005684,
111404103116000018000000000005689,1114016200,서울특별시,중구,신당동,,0,0349,0066,111404103116,0,00018,00000,0000005689,
111404103116000019000000000014197,1114016200,서울특별시,중구,신당동,,0,0349,0192,111404103116,0,00019,00000,0000014197,
111404103116000042000110000005688,1114016200,서울특별시,중구,신당동,,0,0349,0248,111404103116,0,00042,00011,0000005688,
111404103116000042000160000005687,1114016200,서울특별시,중구,신당동,,0,0349,0251,111404103116,0,00042,00016,0000005687,
111404103117000038000110000005549,1114016200,서울특별시,중구,신당동,,0,0309,0125,111404103117,0,00038,00011,0000005549,
